names,scores,logfoldchanges,pvals,pvals_adj,rank
Antxr1,62.416065,34.723175,0.0,0.0,80
Kdm1a,65.98225,34.655895,0.0,0.0,81
Cltc,48.20574,34.569386,0.0,0.0,82
Rasa1,64.093254,32.947533,0.0,0.0,83
Il13ra1,71.17938,32.588657,0.0,0.0,84
Bet1,60.5582,32.429665,0.0,0.0,85
Cct3,38.766582,32.213463,0.0,0.0,86
Epha7,57.532585,31.964607,0.0,0.0,87
Grb14,55.447487,31.688105,0.0,0.0,88
Mia3,57.829212,31.574652,0.0,0.0,89
Nsd1,60.811543,30.45611,0.0,0.0,90
Tubb3,48.99478,30.357983,0.0,0.0,91
Cdc42,20.173304,30.176178,1.6802817975765396e-90,7.817596285317204e-90,92
Ptpn1,60.95829,29.952639,0.0,0.0,93
Canx,32.313824,29.783241,4.4733403364443495e-229,4.0299302855511814e-228,94
Nrip1,52.801968,29.770536,0.0,0.0,95
Dkk3,74.33859,29.492344,0.0,0.0,96
Vasn,62.26766,29.221704,0.0,0.0,97
Il3ra,62.789005,29.098581,0.0,0.0,98
Trip12,59.093323,28.82447,0.0,0.0,99
Ube2i,32.17596,28.557068,3.829016854717903e-227,3.428552203384821e-226,100
Atp2a2,49.263405,28.356216,0.0,0.0,101
Dnajb11,37.86001,27.7042,0.0,0.0,102
Nrbf2,64.04876,27.240839,0.0,0.0,103
Fas,52.684174,26.545269,0.0,0.0,104
F2r,50.003113,26.412664,0.0,0.0,105
Nr4a2,40.854122,25.688967,0.0,0.0,106
Hspd1,28.403736,24.936968,1.8183358770295763e-177,1.3203477329024169e-176,107
Gria3,54.47326,24.9086,0.0,0.0,108
Bex3,47.6343,24.282843,0.0,0.0,109
Scarb2,39.601036,24.17965,0.0,0.0,110
Efnb1,56.775284,24.021639,0.0,0.0,111
Il33,34.232002,24.01463,8.081787044431507e-257,8.12685788746346e-256,112
Tgfb2,41.09266,22.936735,0.0,0.0,113
Crlf2,56.174538,22.118078,0.0,0.0,114
Dcbld2,53.512806,22.019705,0.0,0.0,115
Acvr1,54.753838,21.960423,0.0,0.0,116
Tmf1,51.711227,21.838802,0.0,0.0,117
Srpra,36.682587,21.709976,1.3842500860723877e-294,1.5926629947937588e-293,118
Adgrl1,52.04415,21.665018,0.0,0.0,119
Pdcd6ip,48.786205,21.386284,0.0,0.0,120
Erbin,52.358902,21.358511,0.0,0.0,121
Nicol1,57.62377,21.215824,0.0,0.0,122
Gipc1,52.663086,21.052307,0.0,0.0,123
Il6,40.321686,20.953287,0.0,0.0,124
Sra1,25.993767,20.936533,5.824554897797385e-149,3.719432582883807e-148,125
Hmgb2,39.54862,20.425194,0.0,0.0,126
Ssc5d,50.98886,20.371326,0.0,0.0,127
Pth1r,53.930717,20.145502,0.0,0.0,128
Jag1,48.399677,19.91911,0.0,0.0,129
Cxcl10,7.0297346,19.695335,2.0692673522430737e-12,5.1521201778574516e-12,130
Tbxa2r,45.23049,19.669783,0.0,0.0,131
Hbegf,38.170506,19.442905,0.0,0.0,132
Smarca4,49.83766,19.312134,0.0,0.0,133
Stat1,44.0466,19.160797,0.0,0.0,134
Plxnb2,47.22895,18.898693,0.0,0.0,135
Cd276,51.684723,18.854599,0.0,0.0,136
Ilk,28.30645,18.747734,2.878519708274213e-176,2.079312355631351e-175,137
Ptprf,46.48601,18.680687,0.0,0.0,138
Creb3,44.70321,18.609673,0.0,0.0,139
Tmeff1,44.43868,18.542759,0.0,0.0,140
Stat3,44.90199,18.294624,0.0,0.0,141
Gsk3b,33.761444,18.198742,7.262380478957459e-250,7.094486736701991e-249,142
Dut,42.681004,18.004702,0.0,0.0,143
Ptpn14,43.13386,17.787973,0.0,0.0,144
Cct4,25.68236,17.62997,1.8402811376591564e-145,1.1521145176953865e-144,145
Lrrc15,28.310463,17.574938,2.5691469909888468e-176,1.8569712690987627e-175,146
Rer1,20.982294,17.570295,9.519010791146724e-98,4.6389220940308797e-97,147
Itga5,32.997375,17.468645,8.858430799759343e-239,8.270553119411679e-238,148
Fzd8,39.135624,17.094458,0.0,0.0,149
Prkcd,49.52902,16.922714,0.0,0.0,150
Gpr176,45.286987,16.84662,0.0,0.0,151
Snx6,36.301674,16.654522,1.5225330460327117e-288,1.7150096843270712e-287,152
Megf6,23.849302,16.653221,1.0296613487578068e-125,5.813009254065046e-125,153
Fzd5,34.94684,16.608347,1.4462928072830108e-267,1.5136412228990692e-266,154
Osmr,45.777683,16.35011,0.0,0.0,155
Pkd2,38.081722,16.25897,0.0,0.0,156
Ogfr,48.025925,16.1707,0.0,0.0,157
Snx4,45.107635,16.13778,0.0,0.0,158
Srprb,44.88492,15.247022,0.0,0.0,159
Cd320,50.345863,15.127314,0.0,0.0,160
Bmpr2,44.493546,15.121673,0.0,0.0,161
Pten,38.24845,15.042921,0.0,0.0,162
Traf4,46.78452,14.983632,0.0,0.0,163
Dlg2,39.61419,14.979374,0.0,0.0,164
Sorcs2,36.73905,14.963969,1.7390050659063842e-295,2.0066946097593896e-294,165
Birc2,41.536785,14.902977,0.0,0.0,166
Atxn2,46.65554,14.685532,0.0,0.0,167
Or6x1,27.023132,14.540635,7.90521480285339e-161,5.3214328543231664e-160,168
Nradd,45.928017,14.516749,0.0,0.0,169
Stx5a,43.066242,14.430006,0.0,0.0,170
Socs5,42.885307,14.407936,0.0,0.0,171
Syne1,42.44237,14.29156,0.0,0.0,172
Bmal1,44.031822,14.216354,0.0,0.0,173
Agrn,36.252502,14.160232,9.074172654915747e-288,1.0182471842364127e-286,174
Smarce1,45.798042,13.989919,0.0,0.0,175
Gpr39,37.063393,13.9443,1.0929210404449104e-300,1.2761190260182514e-299,176
Pdgfc,31.571875,13.864701,8.983880995593155e-219,7.793178589677044e-218,177
Gdf6,29.76604,13.760087,1.0753507571596453e-194,8.380356395535461e-194,178
Itpr2,42.64957,13.622902,0.0,0.0,179
Prkca,42.342823,13.51449,0.0,0.0,180
Brd8,44.96001,13.411995,0.0,0.0,181
Amacr,40.534386,13.38012,0.0,0.0,182
Gnaq,45.959225,13.257376,0.0,0.0,183
Adgra2,38.60003,13.173536,0.0,0.0,184
Ipo4,43.25777,13.142209,0.0,0.0,185
Fer,44.70684,13.137161,0.0,0.0,186
Plscr1,45.20491,12.918127,0.0,0.0,187
Lrp6,42.564358,12.870546,0.0,0.0,188
Itch,44.885178,12.567066,0.0,0.0,189
Rnmt,45.234356,12.3280945,0.0,0.0,190
Scarf2,42.384945,12.281366,0.0,0.0,191
Sphk1,40.592907,12.270616,0.0,0.0,192
Cx3cl1,32.43069,12.096966,1.0139514281084701e-230,9.194067824702562e-230,193
Crebbp,41.835583,12.055105,0.0,0.0,194
Il4ra,36.055256,12.007633,1.1409410657176568e-284,1.2676467033545048e-283,195
Itgb8,31.405283,12.004709,1.7137470770680342e-216,1.4650893849954412e-215,196
Itga9,35.45457,11.997398,2.4663770828736865e-275,2.6565569117446117e-274,197
Homer1,31.657194,11.944741,6.0374210434194045e-220,5.266245290495191e-219,198
Wdr6,33.78449,11.921248,3.332800383552154e-250,3.259796184674345e-249,199
Nes,28.530407,11.910201,4.9170554687946734e-179,3.591396636623345e-178,200
P2rx4,41.343937,11.897897,0.0,0.0,201
Casp3,39.492386,11.874416,0.0,0.0,202
Nectin2,39.076027,11.859114,0.0,0.0,203
Myo1c,43.471424,11.751228,0.0,0.0,204
Ephb3,32.334564,11.247681,2.2867712887689822e-229,2.0608860973678798e-228,205
Med13,38.25766,11.194085,0.0,0.0,206
Rnf4,44.72965,11.004644,0.0,0.0,207
Casp8,45.228874,10.996498,0.0,0.0,208
Ccl5,4.3964777,10.937145,1.1002156891209469e-05,2.3901952024590767e-05,209
Abhd2,37.245434,10.883107,1.2562303567151792e-303,1.4807094439106414e-302,210
Lats1,39.405243,10.697034,0.0,0.0,211
Ykt6,44.365406,10.679284,0.0,0.0,212
Gnai3,39.596325,10.596117,0.0,0.0,213
Smo,39.68573,10.547205,0.0,0.0,214
Smarcd3,41.467598,10.530859,0.0,0.0,215
Strap,33.61774,10.421874,9.235838166432843e-248,8.95565407755789e-247,216
Tiam1,31.47797,10.348961,1.7394751546162454e-217,1.495746000261752e-216,217
Ephb2,26.234093,10.117044,1.085714798736682e-151,7.016598977006612e-151,218
Ednra,34.581554,10.084511,4.784511805391204e-262,4.898784280673846e-261,219
Plxna4,23.313578,9.789202,3.22880114008285e-120,1.7786266728054342e-119,220
Hmmr,13.08048,9.6664,4.257476670894073e-39,1.4012241388210798e-38,221
Nrp2,35.10443,9.625045,5.768910671551555e-270,6.096977135244711e-269,222
Itga11,30.927502,9.609185,5.09979079892314e-210,4.2401322936066e-209,223
Ereg,23.189846,9.607543,5.764858496735513e-119,3.155775725408796e-118,224
Bmpr1a,41.82887,9.561901,0.0,0.0,225
Adgrl2,33.119297,9.459071,1.5677990367940426e-240,1.4765941406743253e-239,226
Fzd1,35.669903,9.439868,1.1580911365837842e-278,1.257713597114739e-277,227
Smurf2,38.20244,9.377794,0.0,0.0,228
Hgf,24.595264,9.320877,1.4195148870209536e-133,8.322253945475786e-133,229
Ipo7,37.85801,9.287975,0.0,0.0,230
Csf2ra,33.376816,9.241701,2.975087797477331e-244,2.841672012301336e-243,231
Egfr,36.782314,9.120621,3.540788483910029e-296,4.0958356894436235e-295,232
Kpna2,35.652027,9.049649,2.1918945968605406e-278,2.376078121727528e-277,233
Ncl,17.770142,9.008148,1.2038748459318109e-70,4.954133751873746e-70,234
Fkbp1b,32.30717,8.696956,5.547589075369741e-229,4.9938872541657264e-228,235
Pycard,33.35515,8.69619,6.134110422073825e-244,5.854295849689124e-243,236
Xpr1,34.119526,8.563347,3.7874022844285618e-255,3.782758112494168e-254,237
Htt,29.85045,8.465626,8.661160058074632e-196,6.7833309592765544e-195,238
Tgfbr1,34.27182,8.3281555,2.063863101451568e-257,2.083355141854166e-256,239
Ptpn2,38.549873,8.32375,0.0,0.0,240
Tyro3,25.486883,8.313742,2.7554407722526773e-143,1.706062030966723e-142,241
Spred1,37.046856,8.232404,2.0178465411022576e-300,2.353755710981552e-299,242
Or4g17,40.086494,8.232056,0.0,0.0,243
Ahr,18.911736,8.128214,9.130187279716526e-80,3.991563089657303e-79,244
Ptpn11,39.748154,8.095721,0.0,0.0,245
Atrn,30.544033,7.971625,6.78661069344226e-205,5.5259059355325625e-204,246
Snap23,39.511646,7.8159213,0.0,0.0,247
Bud31,31.447237,7.670996,4.57895719750789e-217,3.9316447823458326e-216,248
Tafa5,23.4761,7.618024,7.157515499282877e-122,3.980872936391826e-121,249
Gusb,37.630806,7.5688777,6.74191573298494e-310,8.162521349504724e-309,250
Ctf1,24.239931,7.5351276,8.444016114781292e-130,4.868345244013886e-129,251
Ilf3,35.519474,7.509221,2.4605126929349716e-276,2.6562966325327677e-275,252
Trim30a,25.080347,7.4358034,8.149433482697294e-139,4.910657354458999e-138,253
Fem1b,31.56264,7.383504,1.202829193003444e-218,1.0426432428599762e-217,254
Parp1,32.070793,7.3765364,1.1264901411932211e-225,1.0025932036595731e-224,255
Smurf1,29.585024,7.372601,2.3287671131567573e-192,1.7970535112667674e-191,256
Nptn,22.26717,7.364785,7.690884753372832e-110,3.999700324954199e-109,257
Frk,29.21257,7.32976,1.342773673624814e-187,1.017570001433806e-186,258
Ror2,26.052189,7.316156,1.270659461892869e-149,8.138353348528051e-149,259
Gosr2,41.85908,7.177183,0.0,0.0,260
Cnot1,35.687096,7.056169,6.268094859266164e-279,6.81042634179973e-278,261
Map3k7,31.443872,7.0054755,5.0906282185607624e-217,4.3693942278569686e-216,262
Ipo9,32.47192,6.9480615,2.657175082586747e-231,2.414972398067778e-230,263
Dkk2,12.025363,6.944206,2.6143693872156912e-33,8.199976005234609e-33,264
Dvl3,34.43571,6.857958,7.368984246217211e-260,7.50270589999555e-259,265
Mtnr1a,3.8950512,6.8057804,9.81779670592479e-05,0.0002077081737489,266
Sacs,20.81791,6.76879,2.9789958598885473e-96,1.4381128388805919e-95,267
Ubqln1,38.08027,6.7588115,0.0,0.0,268
Megf10,17.94843,6.742213,4.936692962007594e-72,2.0522637179792567e-71,269
Dab2ip,41.093254,6.7270412,0.0,0.0,270
Efna4,20.998562,6.67134,6.760189283138864e-98,3.2992237821698993e-97,271
Stx18,39.877163,6.603135,0.0,0.0,272
Gba1,38.731804,6.561664,0.0,0.0,273
Grb2,41.57283,6.5504932,0.0,0.0,274
Xpo1,34.08125,6.4213386,1.3984985699551549e-254,1.3944252731494605e-253,275
Hyal2,36.02309,6.391957,3.639708539671391e-284,4.0268644222753134e-283,276
Prl2c2,3.4587128,6.3272567,0.0005427631238921,0.0011200950331518,277
Nr2c2,32.01909,6.3201017,5.915215736609891e-225,5.244869028320655e-224,278
Ipo5,35.04414,6.269987,4.788912267386365e-269,5.047697307806038e-268,279
Vdr,14.49949,6.166565,1.2205318756902514e-47,4.305582950370285e-47,280
Snap47,38.153282,6.1165304,0.0,0.0,281
Gabre,19.536118,6.103498,5.414692337127787e-85,2.440382516605522e-84,282
Kpna3,34.13896,6.095796,1.9497327622772296e-255,1.9489901641028538e-254,283
Tnfrsf11b,26.973513,6.092894,3.0235309044835513e-160,2.0295204175847104e-159,284
Ephb6,17.245329,6.0920205,1.2132122587605534e-66,4.876176070134938e-66,285
Dnmt1,24.778568,6.086668,1.5263426183572716e-135,9.065561726984438e-135,286
Ccl17,9.199553,6.0302343,3.5944379429237175e-20,9.950101798875088e-20,287
Nck2,21.033396,6.0123816,3.245649744178006e-98,1.5876059765423208e-97,288
Smad6,24.279116,5.955672,3.258387716223262e-130,1.8827391449341895e-129,289
Il6st,28.27377,5.9256444,7.264381414571132e-176,5.237849615188787e-175,290
Dcaf13,37.322815,5.920783,7.001278903559012e-305,8.297903109933135e-304,291
Raet1d,21.357214,5.8522983,3.341557223631608e-101,1.6578643809998364e-100,292
Frs2,30.248594,5.839428,5.4442229762396206e-201,4.3563005054795425e-200,293
Igfbp2,4.4534793,5.816381,8.448987362438094e-06,1.840744608818947e-05,294
Edn1,24.975729,5.786988,1.1222440019066015e-137,6.716119982020734e-137,295
Pde3a,30.753654,5.784356,1.0926753368374598e-207,8.993060672974787e-207,296
Asxl1,28.267353,5.732166,8.711290191599838e-176,6.277284491024398e-175,297
Ptprd,26.388792,5.7097635,1.8426522047594306e-153,1.2013604120514077e-152,298
Or2d2b,29.382008,5.6938963,9.324648750171355e-190,7.1188599912022505e-189,299
Adora2b,22.31474,5.6633,2.6579155449935058e-110,1.3880747974417778e-109,300
Rnf126,34.796677,5.6456637,2.7305894876664346e-265,2.8376266734786123e-264,301
Jak2,27.776512,5.6113358,8.3386705822044e-170,5.860390890278195e-169,302
Vegfc,34.73571,5.600953,2.2780450266337302e-264,2.3569733497203392e-263,303
Gnb4,44.15216,5.5506682,0.0,0.0,304
Map1a,34.654675,5.487229,3.7985787385637034e-263,3.913049646036337e-262,305
Notch3,32.626205,5.4688354,1.7434272896409885e-233,1.5999027198372099e-232,306
Epha3,13.723696,5.3398094,7.323549740669176e-43,2.4840546873111232e-42,307
Adgra3,31.092297,5.201465,3.0611681552871657e-212,2.576901389737638e-211,308
Eif4enif1,28.73329,5.1743913,1.464994085378959e-181,1.0851246563416868e-180,309
Ctnnd1,37.50165,5.1570673,8.657031205012833e-308,1.0395919374357302e-306,310
Yes1,28.68686,5.111935,5.564974184970309e-181,4.098854232091789e-180,311
Taf11,39.538727,5.0126343,0.0,0.0,312
Tnfsf8,3.8499436,5.012363,0.0001181449854788,0.0002492143866758,313
Itga1,43.44116,5.011323,0.0,0.0,314
Gabra3,24.921318,4.9686203,4.371055854158854e-137,2.609267382640543e-136,315
Tnpo1,33.21161,4.878757,7.319547608076992e-242,6.932439216134187e-241,316
Tnfrsf10b,17.1353,4.8753676,8.093608892004052e-66,3.235936622173793e-65,317
Mrap,32.36887,4.8725567,7.529219070868652e-230,6.80366043125434e-229,318
Fgfr2,12.090421,4.812543,1.1867772942230905e-33,3.73174473733275e-33,319
Xpo6,26.966114,4.6552815,3.6922213148789396e-160,2.4769656256391777e-159,320
Il1r2,15.6289215,4.635211,4.625671053434711e-55,1.7244787871398567e-54,321
Itgb3,13.348824,4.573937,1.203350969391003e-40,4.016441041116983e-40,322
Prpf6,32.617023,4.5727034,2.3530532888176248e-233,2.157665828228304e-232,323
Plxna1,20.682272,4.555487,5.002825976176469e-95,2.3940792622217255e-94,324
Lrrk2,21.820644,4.5479965,1.4776526022236316e-105,7.491657462357675e-105,325
Trim12c,29.295565,4.531782,1.181244954584689e-188,8.968880447523284e-188,326
Ywhag,33.136044,4.530367,8.998004533515843e-241,8.484705193060988e-240,327
Skap1,7.7187996,4.451164,1.1743016791104592e-14,3.0219174160876084e-14,328
Arid1a,35.724308,4.4481106,1.6581368126229878e-279,1.8049239470491982e-278,329
Rtp4,28.885992,4.4394727,1.7904333435234682e-183,1.3324456839120303e-182,330
Robo1,22.997633,4.396258,4.922459090524221e-117,2.6698830350694064e-116,331
Notch1,28.944418,4.3950644,3.299025462916339e-184,2.465241393848366e-183,332
Angpt2,13.0429735,4.390539,6.968541198563514e-39,2.289026723004711e-38,333
Shc1,36.34938,4.3784404,2.687726285467569e-289,3.0390992144102173e-288,334
Sema3d,17.792421,4.321365,8.090827541720594e-71,3.334149291049933e-70,335
Gna13,35.436897,4.2666974,4.616757038596505e-275,4.968219499256856e-274,336
Klrb1a,6.719394,4.2412095,1.824815347822838e-11,4.4704380139932845e-11,337
Cd80,15.071051,4.2400956,2.510895055974549e-51,9.106379873664184e-51,338
Cblb,25.944664,4.2015295,2.088758679590728e-148,1.3302391148722726e-147,339
Fst,26.42089,4.2013397,7.885457097890921e-154,5.151061452137207e-153,340
Plat,24.776691,4.193739,1.5991364896101875e-135,9.493139738899785e-135,341
Asxl2,31.143526,4.17743,6.206413132370785e-213,5.245140772798938e-212,342
Crk,35.891552,4.1617746,4.1378134498486145e-282,4.548128966908987e-281,343
Gja1,22.05189,4.1021495,9.161862019579576e-108,4.694410905954213e-107,344
Ncor2,33.317097,4.0777144,2.1836015364814516e-243,2.0797924150495307e-242,345
Arfgef2,17.968786,4.0612917,3.42123189247075e-72,1.4242671577732038e-71,346
Pik3ca,35.838036,4.051543,2.824712752918903e-281,3.094737473872793e-280,347
Ddr1,23.083164,4.0382557,6.8350567833232745e-118,3.721781380333773e-117,348
Cnih4,25.757921,4.0096574,2.6277079989156873e-146,1.653412110878728e-145,349
Fgf9,9.269273,4.0024843,1.874197183865986e-20,5.203998081591448e-20,350
Fzd6,15.798088,3.997749,3.2069741039732104e-56,1.2058569772357722e-55,351
Rxrb,29.128939,3.9696271,1.54433497606512e-186,1.164710615250134e-185,352
Tnpo2,20.535732,3.932454,1.032453090213101e-93,4.9000551424399545e-93,353
Cbl,28.598598,3.9189107,6.993826323178151e-180,5.128878347711614e-179,354
Cpt1c,26.129215,3.890789,1.6981367566629263e-150,1.0914745123574146e-149,355
Csnk2b,27.438066,3.8472104,9.643774939873272e-166,6.65096665269333e-165,356
Rtn4r,6.649119,3.8425436,2.948532114537059e-11,7.203152040281298e-11,357
Lama4,23.336163,3.8205616,1.904711726033143e-120,1.0502146517420372e-119,358
Sema3b,20.801073,3.8165455,4.232278140905637e-96,2.040633638831028e-95,359
Hspa1b,17.836012,3.8137734,3.712669459833708e-71,1.5336999879456455e-70,360
Itprid2,31.649393,3.801245,7.730283861548619e-220,6.735412581838434e-219,361
Lrig1,21.530119,3.762538,8.132373947970559e-103,4.062059738317035e-102,362
Trim30d,14.207563,3.7379174,8.223784831032286e-46,2.858778829931032e-45,363
Tnfsf15,2.8632774,3.7148175,0.00419283172303,0.0082961030431975,364
Ulbp1,10.727838,3.6859756,7.533840129009192e-27,2.227244526750014e-26,365
Nol3,30.450731,3.6534495,1.1715039805119562e-203,9.493000179647655e-203,366
Drd4,7.7809954,3.596554,7.19560290720554e-15,1.8589886937668387e-14,367
Gpr153,33.544037,3.5561314,1.0998912961116684e-246,1.0634683710787442e-245,368
Sema6c,12.9157095,3.5107017,3.67044557956583e-38,1.1978391134971603e-37,369
Dlg1,28.558146,3.5078282,2.2254313762800755e-179,1.626954953237749e-178,370
Rpgrip1l,15.556589,3.4983234,1.4354711014550532e-54,5.333007689127054e-54,371
Cacng8,2.661488,3.4944057,0.0077796100726473,0.0151606442971705,372
Rigi,29.983871,3.4785082,1.5926834824121776e-197,1.256958788441632e-196,373
Ror1,16.68555,3.4694142,1.669603285646441e-62,6.539164186744252e-62,374
Sh3gl1,28.801537,3.4683752,2.0519727337760823e-182,1.5227661936702746e-181,375
Irs1,20.32172,3.4224434,8.262918410023467e-92,3.8795149227422834e-91,376
Arid5a,19.758099,3.368582,6.833047597926067e-87,3.1158960870774445e-86,377
H2-T22,29.890347,3.3413253,2.6270251557432245e-196,2.0588241938888756e-195,378
Akap5,6.581521,3.3241892,4.6566030432191675e-11,1.1337210934227992e-10,379
Slc39a9,25.067194,3.3136947,1.133953574305088e-138,6.827712816380446e-138,380
Kng2,2.4923382,3.3114226,0.0126905142487121,0.0244384996795067,381
Slc7a1,20.964035,3.3000875,1.397227366811625e-97,6.797921242318723e-97,382
Fzd3,11.791865,3.2334778,4.2991310504012356e-32,1.3344254210450407e-31,383
Pramel13,3.2202077,3.229529,0.0012809774093752,0.0025976963759317,384
Ripk2,21.772968,3.2261417,4.186228475340178e-105,2.1160475672161427e-104,385
Sos1,22.069887,3.2110496,6.154478690192205e-108,3.159637929602914e-107,386
Stx16,32.50957,3.201145,7.80950287002462e-232,7.111344151613398e-231,387
Il1rl2,18.845825,3.1989698,3.179673784441313e-79,1.3872751101272303e-78,388
Plaur,18.338272,3.17597,4.096135504316769e-75,1.7395688016444874e-74,389
Lypd1,9.314932,3.1755104,1.2203047311946492e-20,3.3947495060121084e-20,390
Il1rap,19.504747,3.1594276,1.0005040142964208e-84,4.50322128843288e-84,391
Snx25,12.409055,3.1315181,2.333920843446704e-35,7.441893121362662e-35,392
Fgf18,16.60715,3.119833,6.186347680484509e-62,2.4145359973682183e-61,393
Jmjd6,34.220665,3.108147,1.1916445993401352e-256,1.1972708243731745e-255,394
Elfn1,8.562161,3.1039455,1.1077112092021368e-17,2.969948521289861e-17,395
Ripk1,30.933558,3.0707154,4.2278718560662424e-210,3.517666823252579e-209,396
Amn,4.573643,3.0661225,4.793160305873351e-06,1.0519301271488842e-05,397
Amn1,30.475307,3.038853,5.5367527843141995e-204,4.49428307622975e-203,398
Ep300,28.097187,3.0272193,1.0602855846170508e-173,7.561897884734105e-173,399
Rala,26.370998,3.010376,2.948405586180387e-153,1.91910411549096e-152,400
Usp15,31.752306,2.993564,2.9509320147016927e-221,2.587378066787999e-220,401
Raet1e,14.05517,2.9887366,7.160929880735481e-45,2.471844581511804e-44,402
Efna5,28.690725,2.9842775,4.980243981215638e-181,3.670463122630095e-180,403
Usp33,27.215435,2.967809,4.2652474045591187e-163,2.9017686907572283e-162,404
Cd1d1,13.381631,2.9428325,7.742905241914887e-41,2.588383310490682e-40,405
Dlg3,15.673639,2.8872318,2.2907926901633444e-55,8.559129094329068e-55,406
Prkce,19.438843,2.8779354,3.622431159471292e-84,1.627338273447535e-83,407
Trip4,31.347393,2.8708436,1.0558330210776239e-215,8.99380879584369e-215,408
Synj2bp,35.930656,2.8313272,1.0148573270368005e-282,1.1180944459858331e-281,409
Galr2,6.158472,2.7942586,7.345016564542624e-10,1.753022494402964e-09,410
Pdpk1,29.760529,2.7718036,1.2672715482802319e-194,9.866256177299722e-194,411
Itga2b,14.898857,2.7611327,3.3526739565189037e-50,1.2061150095481729e-49,412
Shc4,6.3098288,2.7436447,2.793445754611452e-10,6.717978229451954e-10,413
Edaradd,2.446095,2.7268348,0.0144412989616209,0.0277286557285359,414
Vmn2r53,18.015936,2.7085454,1.4609116674394634e-72,6.097931524401408e-72,415
Dlg4,31.050991,2.6890218,1.1062168725154731e-211,9.2791011170767e-211,416
Il11,9.795132,2.637434,1.181429086092019e-22,3.3541510147331233e-22,417
Ptprm,22.854313,2.6178873,1.3239840255226965e-115,7.1385132770763765e-115,418
Src,16.556463,2.5795925,1.4380379554741772e-61,5.6006421345845894e-61,419
Plcl1,18.451954,2.5546412,5.0293614458187494e-76,2.147867414783668e-75,420
Trac,12.974816,2.54741,1.700034082842823e-38,5.561842807594228e-38,421
Icam5,3.0679698,2.4990802,0.0021551845222969,0.0043222431304286,422
Fes,22.0716,2.3982797,5.9257342759908784e-108,3.042864550721315e-107,423
Megf11,4.5351386,2.3872027,5.75656600378435e-06,1.2611375030179012e-05,424
Fzd9,5.9982953,2.3764582,1.9939960733704355e-09,4.723243205884783e-09,425
Clec2d,34.420433,2.376311,1.2475059733322565e-259,1.2685035986259676e-258,426
Ngef,12.905797,2.3758156,4.174727435419922e-38,1.3609058342817277e-37,427
Glmn,21.678478,2.375101,3.2753545598608704e-104,1.646459886326317e-103,428
Cnih2,6.8579164,2.365672,6.987212580200096e-12,1.725148409709485e-11,429
Bmpr1b,3.4868948,2.3496678,0.0004886636343772,0.0010098620916556,430
Gna14,7.0418262,2.3437626,1.8973612464364132e-12,4.72759177237073e-12,431
Gpr173,15.472634,2.3178966,5.308958322312893e-54,1.963408556933659e-53,432
Wfikkn2,5.937033,2.305089,2.9022622099161094e-09,6.846533073047881e-09,433
Nfatc4,27.324335,2.2936075,2.180186380190426e-164,1.4935667774500595e-163,434
Gpr21,2.6454675,2.2753108,0.0081578144694322,0.0158767187593688,435
Gpr45,4.914514,2.2214715,8.900287866939169e-07,1.994248716609468e-06,436
Vegfb,37.44442,2.2154067,7.403216980258713e-307,8.85424750838942e-306,437
Tnfsf11,5.0622454,2.1995115,4.143472776484664e-07,9.345265965181348e-07,438
Epha1,7.6298213,2.1988754,2.3507903424207435e-14,6.017992703838776e-14,439
Lif,7.832874,2.1728203,4.768424313400581e-15,1.2354387485667995e-14,440
Pdgfd,17.781057,2.1703203,9.909460301404912e-71,4.07860884787394e-70,441
Slc20a2,16.340809,2.1419554,5.057672282436277e-60,1.947941904181107e-59,442
Prtn3,5.7191415,2.141043,1.0706347595128728e-08,2.5001941329168133e-08,443
Med1,31.515177,2.1390095,5.382253486498109e-218,4.6365503138064126e-217,444
Nutf2,22.001673,2.1367178,2.775569392854214e-107,1.4200070311589644e-106,445
Traf3,16.505215,2.1337302,3.365311073002879e-61,1.3061454626257148e-60,446
Zfp369,11.167521,2.1068063,5.879886940465775e-29,1.770411847300728e-28,447
Acvr2a,12.905979,2.0794284,4.1648593799362926e-38,1.3580638240402423e-37,448
Prl2c3,3.2984142,2.0465634,0.0009723254835624,0.0019830167714754,449
Kpna6,21.323317,2.0020258,6.899244758117714e-101,3.4165002186896966e-100,450
Jak1,21.831997,1.9977785,1.1527213722016666e-105,5.8492871176746655e-105,451
Ccl25,17.115309,1.9970568,1.141072248760137e-65,4.558306711984304e-65,452
Pcsk9,2.9836757,1.9883795,0.0028480855338313,0.0056829387054089,453
Plxna2,16.772755,1.9839687,3.8618365481210224e-63,1.5185690211947174e-62,454
Esrrg,4.1892257,1.9831079,2.7990804418811643e-05,6.016660216368639e-05,455
Mdm2,28.565788,1.9757087,1.7885121403527583e-179,1.308749853385146e-178,456
Tlr6,5.5195947,1.9712919,3.3978271806271265e-08,7.843259633889705e-08,457
Wnt16,4.3489494,1.957067,1.367911965123555e-05,2.9621789996501186e-05,458
Lcor,15.919066,1.9534433,4.6729681989806984e-57,1.7700478163586125e-56,459
Lrp5,22.271614,1.9367312,6.964753856184185e-110,3.6244646582270682e-109,460
Uba3,31.429197,1.9347188,8.078279814764889e-217,6.913661141469619e-216,461
Lgr6,2.5351753,1.933619,0.0112391094412938,0.0217249594200328,462
Homer3,27.661472,1.9270602,2.0312644141100907e-168,1.4220657002280513e-167,463
