names,scores,logfoldchanges,pvals,pvals_adj,rank
Asxl3,6.0586495,1.9252086,1.3726916513248295e-09,3.259383745068737e-09,464
Pde4d,13.845897,1.9146794,1.3468933289532709e-43,4.5975386305209844e-43,465
Ntf5,5.0451584,1.9124918,4.531462448642735e-07,1.0213518559102102e-06,466
Sema7a,9.959619,1.8761688,2.2893994565905498e-23,6.535094207145061e-23,467
Vegfa,17.183418,1.8686575,3.5345432365358233e-66,1.4172372396912694e-65,468
Nup42,13.774436,1.8675904,3.63210282758396e-43,1.2351554979896446e-42,469
Gpbar1,3.4163709,1.854914,0.0006346177758276,0.001307028204972,470
Med12,18.263428,1.854097,1.618062995373698e-74,6.847055896403103e-74,471
Smad2,30.013948,1.8253801,6.4541958778146915e-198,5.10735547168713e-197,472
Grin2d,6.2366586,1.8186221,4.470166896221688e-10,1.070781992248783e-09,473
Ywhah,15.970916,1.7971977,2.03771317646952e-57,7.73715205616244e-57,474
Strn,19.303928,1.7932605,4.9777033073497674e-83,2.221392968503851e-82,475
Ncoa6,21.995415,1.7867495,3.1860620924328515e-107,1.6296659308219224e-106,476
P2rx7,10.695115,1.7545505,1.0728626068239752e-26,3.1697420432506715e-26,477
Prmt2,31.752262,1.753227,2.9549775046763213e-221,2.5899637713528527e-220,478
Tsku,19.7627,1.7370284,6.237731968877712e-87,2.846078169535647e-86,479
Pias2,20.810604,1.7304008,3.46940933504295e-96,1.674518142685932e-95,480
Tfr2,9.693074,1.7110038,3.22667327839813e-22,9.124536036040013e-22,481
Or13a25,27.58679,1.7044748,1.6028040617185398e-167,1.1145079405903333e-166,482
Plxnb1,4.6895924,1.6818837,2.7375011985451787e-06,6.050576944964506e-06,483
Thrb,9.63754,1.681863,5.55023958176495e-22,1.5665217966408157e-21,484
Thrap3,30.766096,1.6815927,7.449171198587326e-208,6.133038441332562e-207,485
Bdkrb1,3.314415,1.6805931,0.0009183508614665,0.0018760153678717,486
Eda2r,7.3314514,1.6435406,2.2767298711400154e-13,5.757883970685043e-13,487
Aim2,10.875823,1.6072073,1.5029401751942738e-27,4.4717155659735415e-27,488
Lrp8,3.7604208,1.5650625,0.000169627722897,0.0003558416023579,489
Cxcl9,3.6174748,1.5639889,0.000297491277241,0.0006188499744352,490
Unc5c,7.3277173,1.5610434,2.341059721696267e-13,5.919307609311444e-13,491
Sh2b2,7.8583364,1.5429661,3.8926846053679665e-15,1.0102076803273647e-14,492
Ipo8,21.68227,1.5127394,3.016341015103956e-104,1.517227238453376e-103,493
Vmn1r203,4.0551867,1.5097436,5.009430541237604e-05,0.0001068711694495,494
Ranbp17,4.506638,1.4999286,6.5862858616799474e-06,1.4403727278839183e-05,495
Or6c5,3.7971203,1.4946756,0.0001463867753707,0.0003079349916317,496
Camk2a,2.7675538,1.4694471,0.0056478717764656,0.0111025615206304,497
Notch4,11.20564,1.4665203,3.8257737593303655e-29,1.1539854676177063e-28,498
Ddx54,29.929457,1.4655946,8.144284986006175e-197,6.412538521815062e-196,499
Vmn2r114,2.7432308,1.4380462,0.0060837911847414,0.0119297054270943,500
Scyl2,15.595323,1.4165885,7.832683556459314e-55,2.91455290307381e-54,501
Or6c208,6.2226067,1.3761234,4.88961908326949e-10,1.1701893856728332e-09,502
Robo2,5.579748,1.3650258,2.408670208273644e-08,5.5856272324397943e-08,503
Bmal2,9.280156,1.3640393,1.6923089518504415e-20,4.701167793915004e-20,504
Erbb2,13.668885,1.3467788,1.557638459387228e-42,5.271955588076474e-42,505
Xpo7,25.488499,1.332003,2.6441468005622405e-143,1.6375823695878524e-142,506
Or1ab2,3.4198892,1.3219382,0.0006264663173802,0.0012905774361451,507
Vav2,11.773256,1.3023741,5.361434363383087e-32,1.6613202295352474e-31,508
Mms19,15.978376,1.30209,1.8079453530563688e-57,6.865832344782072e-57,509
Tyk2,13.509826,1.2945625,1.3684556764186442e-41,4.592823463012901e-41,510
Or7g23,9.521963,1.2880635,1.6993806350876146e-21,4.7696138285889415e-21,511
Xpo5,15.084001,1.2708894,2.0637694341188795e-51,7.488217788528733e-51,512
Ly75,2.3771572,1.2521726,0.0174466495474161,0.033304291979919,513
Stx17,23.240461,1.2499504,1.7763802037873758e-119,9.755842081762752e-119,514
Apoa2,4.5928082,1.2415262,4.373210365348737e-06,9.611053408997257e-06,515
Vmn1r88,3.095675,1.2223955,0.0019636543709372,0.0039441734605364,516
Ltb4r1,3.1797771,1.2196844,0.0014738838502746,0.002980702947546,517
Pou5f1,3.7046523,1.217972,0.000211680953541,0.0004426840020887,518
Nr2f1,22.867395,1.1826739,9.811833367445829e-116,5.2914455701469835e-115,519
Pvr,14.065883,1.164123,6.15496842642877e-45,2.126155443121877e-44,520
Ptk2b,6.2989883,1.1606563,2.9959419691530964e-10,7.201296962792844e-10,521
Rapgef2,23.933418,1.1434345,1.3752792024038043e-126,7.807130507084898e-126,522
Nup214,20.594044,1.1420292,3.103574870760322e-94,1.4780149601255965e-93,523
Vmn1r65,2.6666112,1.1253399,0.0076620264130808,0.0149376630821544,524
Plcg1,18.870777,1.0950766,1.9835920522939112e-79,8.659106979714375e-79,525
Or1e33,6.296461,1.0919397,3.0451763349374366e-10,7.318151409864401e-10,526
Olfm2,2.7526016,1.0900134,0.0059123793069893,0.0116070737708108,527
Gpr161,8.342504,1.078332,7.273387808352468e-17,1.929089304076955e-16,528
Gpr135,9.24091,1.0779419,2.4441045794098036e-20,6.779261891761271e-20,529
Acvr1b,7.966805,1.0532004,1.6282959475152033e-15,4.245720121012983e-15,530
Prdm4,13.617204,1.0469167,3.1645387409953466e-42,1.0676984659484516e-41,531
Nppc,3.2732174,1.0389901,0.0010633066138487,0.002163898124039,532
Kdm5d,16.006584,1.0174075,1.1495082935174442e-57,4.3752071223292863e-57,533
Loxl4,3.0656476,1.0132926,0.0021719921401043,0.0043548617554879,534
Plxna3,5.777561,1.00856,7.579113311521368e-09,1.7751733815711082e-08,535
Inha,3.3144293,0.9939192,0.0009183038702665,0.0018760153678717,536
Artn,2.4813411,0.9926997,0.0130889074065842,0.0251851646994889,537
Grk6,22.51318,0.99161273,3.0834858371253176e-112,1.6305130727274932e-111,538
Ager,2.7893376,0.9692611,0.0052815982448054,0.0103963860117124,539
Shank1,3.967529,0.9549227,7.262167727653175e-05,0.0001542068175969,540
Lrp10,27.114815,0.9541335,6.586248966516338e-162,4.4589792730892065e-161,541
Adam17,25.443567,0.9369645,8.316991593035891e-143,5.132070491617053e-142,542
Trbc2,5.5335946,0.9243852,3.1373378810934885e-08,7.253309003553811e-08,543
Csf2rb2,4.0965257,0.9171104,4.1939713879560554e-05,8.969289104111361e-05,544
Flrt3,2.7939923,0.9138322,0.0052061710528756,0.0102513309803248,545
Taf1,25.878908,0.86902934,1.1506627216129956e-147,7.282905720048384e-147,546
Mertk,7.007121,0.86805505,2.432713535243555e-12,6.052572826626081e-12,547
Pick1,12.470273,0.86127144,1.0845389677383552e-35,3.4698489715491915e-35,548
C1d,15.277256,0.8518342,1.0841002316979816e-52,3.972007379081437e-52,549
Or4q3,7.48151,0.8479752,7.347328387268867e-14,1.870164265470667e-13,550
Paqr8,5.379948,0.84740525,7.450729697889223e-08,1.7076817988923088e-07,551
Xpo4,19.969,0.8267648,1.0248334372339524e-88,4.7215897446661185e-88,552
Gnb5,31.784616,0.8224223,1.0561619213824599e-221,9.263869567387702e-221,553
Ptger1,3.3108773,0.8151519,0.0009300399792392,0.0018987445418851,554
Wnt2,3.1046262,0.81489396,0.0019051969188514,0.0038300133123565,555
Vmn1r18,6.4474897,0.8110217,1.1371794651222464e-10,2.752748119046176e-10,556
Or12d2,7.7905498,0.8071788,6.6718293116082045e-15,1.7246145783486256e-14,557
Gtf2h1,25.505297,0.8013399,1.721782108776021e-143,1.0680203569169748e-142,558
Stx6,29.459728,0.80127096,9.449775304442306e-191,7.25424577400818e-190,559
Bnip1,24.535816,0.7871979,6.1293771350322454e-133,3.5828264614352073e-132,560
Erap1,22.306757,0.7840521,3.177068500677515e-110,1.6577321637840426e-109,561
Rnf41,20.51533,0.7673289,1.5710388174866816e-93,7.450212388647442e-93,562
Cspg4,15.89302,0.764427,7.08314480883952e-57,2.6782609817448107e-56,563
Rnd1,4.2842665,0.76133347,1.8334294582840547e-05,3.959718134234951e-05,564
Med24,13.917796,0.75679886,4.938971604328531e-44,1.6915100517013808e-43,565
Vmn2r113,22.764904,0.75547814,1.0215790992133982e-114,5.4780294897888045e-114,566
Hpse,7.750721,0.7478683,9.137222867855912e-15,2.3559692321976262e-14,567
Cdk5r1,2.883601,0.7471294,0.0039315666937743,0.0077915543983256,568
Itga2,4.208047,0.7350322,2.5758717572306228e-05,5.542923091695777e-05,569
Or4a74,14.725001,0.7254663,4.454588994054315e-49,1.5899342192287244e-48,570
Or10ab5,3.693151,0.72175616,0.0002214924489164,0.0004627519136614,571
Nptxr,7.7669296,0.719667,8.041145462440018e-15,2.0758458685059635e-14,572
Shc2,15.86649,0.70217425,1.081204688055148e-56,4.080385994016719e-56,573
Crkl,19.68521,0.6919256,2.8874010728752732e-86,1.311601937353593e-85,574
Vmn2r112,3.427624,0.6786844,0.0006088880865528,0.0012548024334728,575
Il2rg,7.882452,0.67584634,3.210180052652031e-15,8.341877120318331e-15,576
P2rx5,2.5139942,0.6750302,0.011937240326817,0.0230235611790433,577
Vmn2r90,2.3328187,0.6699739,0.019657663250411,0.0373829533562481,578
Nr6a1,6.456684,0.63033843,1.0702203756470019e-10,2.592521330443835e-10,579
Insr,13.637563,0.59565675,2.394300837276693e-42,8.088641315405144e-42,580
Ptprb,28.067364,0.55616564,2.4525263258942688e-173,1.7459651701009204e-172,581
Jak3,6.506734,0.5511007,7.680220657529781e-11,1.865252849593985e-10,582
Vmn1r202,2.9380255,0.5476689,0.0033030984822124,0.0065719751725354,583
Clcf1,6.3468714,0.51270103,2.1973754351310537e-10,5.293646624500828e-10,584
Arhgef11,10.556769,0.43203568,4.7265097491123383e-26,1.3867207400792763e-25,585
Vmn2r115,6.130457,0.4098669,8.76270834591093e-10,2.088637072035944e-09,586
Wnt11,11.260423,0.4084184,2.057694887395342e-29,6.225001400507858e-29,587
Or51ab3,5.40111,0.39958194,6.622973470057095e-08,1.5201754575475524e-07,588
Glrb,3.7699373,0.3718537,0.0001632885212471,0.0003426955273549,589
Grk1,2.9006243,0.3670803,0.0037242012781393,0.0073911408495151,590
Trim37,13.758891,0.3492144,4.503798262640954e-43,1.530487969527291e-42,591
Vmn2r1,2.6683588,0.34314883,0.007622280493024,0.014862628985118,592
H2-Q10,3.7815065,0.33516443,0.0001558821093684,0.0003275590521655,593
Snx27,25.17178,0.3334205,8.162701631899698e-140,4.951493971420205e-139,594
Vmn1r76,5.3440886,0.32938138,9.087312848842049e-08,2.0781432549375353e-07,595
Cacng7,15.233107,0.31632185,2.132151906330172e-52,7.797423777585536e-52,596
Or1l4,14.322328,0.2972916,1.5871667695089192e-46,5.545926961918665e-46,597
Or5m11,6.2550154,0.27597886,3.9747698048990164e-10,9.53081286788343e-10,598
Adgrg2,15.590429,0.26874098,8.456293431735002e-55,3.1456079866301184e-54,599
Or1n1,3.1919856,0.26564267,0.0014129831527294,0.0028602343860333,600
Snap29,20.489346,0.24272937,2.679762849983694e-93,1.2692736771498864e-92,601
Htra2,31.46282,0.23473169,2.8033716644169885e-217,2.4088192828371655e-216,602
Tfrc,3.5508864,0.23181799,0.0003839359335874,0.0007962204290842,603
Nsf,25.007622,0.2286707,5.051166270639916e-138,3.029801891284547e-137,604
Vmn1r6,7.5653524,0.22611186,3.868141480326855e-14,9.876701968090007e-14,605
Nr2c1,15.110721,0.16327552,1.3762631609497948e-51,5.002879674483703e-51,606
Zdhhc17,16.279972,0.15808833,1.369322093156326e-59,5.258455074369303e-59,607
Spg21,25.03964,0.15695344,2.26391269711855e-138,1.361055785661422e-137,608
Mttp,10.366976,0.13237327,3.504404137060967e-25,1.0201815395799496e-24,609
Abhd6,7.8806214,0.13033216,3.257564671283009e-15,8.463147283367351e-15,610
Tm7sf2,15.980425,0.11811505,1.749482846201993e-57,6.645952767793065e-57,611
Mrgpre,2.4306014,0.099382825,0.0150737894990432,0.028884398617417,612
Dgkq,6.8687215,0.0979703,6.477993097850317e-12,1.6002580523355192e-11,613
Ern1,8.686651,0.08265749,3.732802939822878e-18,1.006650739143238e-17,614
Sh3bp1,15.134517,0.082357064,9.588267241869341e-52,3.4897451543943864e-51,615
Vmn1r58,4.25578,0.0719524,2.0832121191828067e-05,4.493840499289231e-05,616
Hilpda,27.6576,0.06086151,2.261154037554106e-168,1.581602591680946e-167,617
Uchl1,17.645472,0.034440845,1.1025097622581412e-69,4.5032652765518856e-69,618
Vmn1r55,8.482442,0.029770352,2.205169468022603e-17,5.890343549040133e-17,619
Gfra2,9.595873,0.018452942,8.321004550627903e-22,2.3437926125731184e-21,620
Ncoa2,19.001272,0.0144277755,1.664612232384238e-80,7.315312658818249e-80,621
Or5m9,2.267852,0.010038552,0.0233382242766769,0.0441618357477678,622
Agt,2.631936,0.0058453945,0.008489984314924,0.0165068663678343,623
Sort1,7.5653186,-0.004596629,3.8691578793203285e-14,9.87822938471957e-14,624
Nxph4,3.4688735,-0.005356414,0.0005226454080667,0.0010791439846105,625
Pdgfrb,51.9845,-0.0061843805,0.0,0.0,626
Angpt1,18.56662,-0.02369093,5.985404429791282e-77,2.572906970629661e-76,627
Med17,18.007704,-0.031342424,1.6951357136707806e-72,7.069350404770039e-72,628
Cnot9,14.584836,-0.032826718,3.507636506894087e-48,1.244986956113377e-47,629
Vmn1r207,3.0253248,-0.053964194,0.0024836628318328,0.0049683773501629,630
Igf1r,26.971085,-0.054504875,3.228334245107172e-160,2.1663773637408098e-159,631
Ntn3,2.8148966,-0.06138951,0.0048792933236995,0.0096173053737571,632
Plau,2.291347,-0.06938448,0.021943351024793,0.0415923523155702,633
Vmn2r76,3.0668135,-0.070616245,0.0021635386314391,0.0043382806462838,634
Or51k1,10.617166,-0.07089345,2.4797660962700342e-26,7.295373640552307e-26,635
Or5d18,4.1083326,-0.102429494,3.985255068436464e-05,8.524468891744791e-05,636
Gfra4,4.1865454,-0.10504598,2.832326103358565e-05,6.0870143651562784e-05,637
Or2d2,2.7359638,-0.12105297,0.0062197854037857,0.0121872709268207,638
Grk2,20.00142,-0.12747693,5.352679622031921e-89,2.4694461982815625e-88,639
Lingo1,6.084435,-0.13373636,1.1690270113130967e-09,2.781384673068761e-09,640
Or4a39,19.68255,-0.13500497,3.0429552187604222e-86,1.3814654088475866e-85,641
Stx1a,6.206019,-0.15366943,5.434367083153277e-10,1.2993742774690106e-09,642
Or10h28,4.1286483,-0.16368991,3.6490221014649925e-05,7.811632323609262e-05,643
Or6z3,5.625439,-0.18384644,1.850365917983205e-08,4.3010719689708026e-08,644
Or2b6,4.2831273,-0.19606626,1.8428467154609023e-05,3.979693021201497e-05,645
Pomc,4.7987947,-0.20247369,1.5962324884285629e-06,3.552012021589363e-06,646
Igf2,2.6078036,-0.20485589,0.0091125199023738,0.0176981039462366,647
Rspo3,5.156337,-0.21274738,2.518277149253887e-07,5.704826368325124e-07,648
Spata2,9.7097225,-0.22438188,2.7408168839056284e-22,7.7571094673777685e-22,649
Tulp3,22.614246,-0.22482717,3.138476167207855e-113,1.6696834582346112e-112,650
Or6c2b,3.889811,-0.2270278,0.000100322313083,0.0002122068019463,651
Kif5c,2.7473273,-0.2321124,0.006008313466271,0.0117875724573744,652
Or6c8,2.4448187,-0.23459359,0.0144924982967763,0.0278201789734379,653
Procr,10.091603,-0.23581715,6.0178720073427246e-24,1.7299276461657845e-23,654
Trak2,17.483303,-0.25989038,1.9204774906768495e-68,7.798452605686413e-68,655
Vmn1r229,2.929529,-0.2630858,0.0033947623299944,0.0067463975262323,656
Or8b53,2.7636404,-0.26644257,0.0057160513543175,0.0112347186753483,657
Or1o1,2.8274481,-0.26980615,0.0046920618987415,0.0092567605537605,658
Or1j15,9.694817,-0.30500194,3.1720713209040365e-22,8.971204103337433e-22,659
Gpr27,2.7414942,-0.30838683,0.0061160459229533,0.0119899676940892,660
Or4f14b,11.545662,-0.3134329,7.764174183732338e-31,2.3824052792146217e-30,661
Notch2,26.224567,-0.31913784,1.3943484992449594e-151,9.008726996899669e-151,662
Tmem35a,5.784096,-0.33315873,7.2903439240243325e-09,1.7080461597835622e-08,663
Pdcl3,20.663363,-0.3649671,7.402629793315705e-95,3.541059504817948e-94,664
Or5l13,5.5470686,-0.37426287,2.9049853079767864e-08,6.725341366237348e-08,665
Tspan9,25.40476,-0.3827474,2.234188368325019e-142,1.3728866661864014e-141,666
Taf4,7.3472104,-0.41558585,2.0238625315069666e-13,5.123315492093673e-13,667
Abl1,22.993937,-0.429838,5.360140641435154e-117,2.9059417510061915e-116,668
Vmn2r59,7.4720182,-0.44465044,7.897398951725511e-14,2.009094891100789e-13,669
Vti1a,18.70744,-0.44925085,4.305664197199092e-78,1.8637363753351608e-77,670
Or4x15,5.1432166,-0.4895675,2.7007385038528106e-07,6.112892315016025e-07,671
Or5ac22,4.422924,-0.48956823,9.737405912371366e-06,2.1181256566546098e-05,672
Or1n2,2.5930984,-0.506135,0.0095115532696289,0.0184551010170778,673
Vmn2r26,7.5899606,-0.51229596,3.2000281286979806e-14,8.178734519365398e-14,674
Axin1,18.954151,-0.51570535,4.080810072199254e-80,1.7877005696479708e-79,675
Pitpnm2,5.2164173,-0.52876484,1.8241697630501093e-07,4.1447397049833233e-07,676
Leprot,19.569675,-0.53990686,2.804590155108776e-85,1.2666773241649024e-84,677
Adipor2,24.773817,-0.5454028,1.7173588437114663e-135,1.018983502821114e-134,678
Or7c70,9.455452,-0.5618037,3.216295964972579e-21,9.00143684699257e-21,679
Gosr1,15.831919,-0.5917822,1.8741864567000716e-56,7.061757583938809e-56,680
Lrif1,26.496464,-0.5996075,1.06456355418882e-154,6.983075732711503e-154,681
Vmn2r66,12.732254,-0.62134624,3.913747474230499e-37,1.2672601657134835e-36,682
Grk4,6.7535334,-0.62746775,1.4428744501911155e-11,3.5428958419973924e-11,683
Gla,7.201404,-0.7090273,5.959557920717444e-13,1.4983578248564844e-12,684
Tnk2,7.2970424,-0.7301098,2.9416224199160593e-13,7.428272736886598e-13,685
Or1r1,2.3454437,-0.73336357,0.0190044490354598,0.0361844341985004,686
Gper1,7.1869774,-0.7526575,6.62412868014358e-13,1.6633203311754172e-12,687
Rarb,7.2092023,-0.7610058,5.628066721913099e-13,1.4154659714470752e-12,688
Timm50,27.51547,-0.7706288,1.146515613988344e-166,7.934909263996097e-166,689
Dock4,9.339758,-0.7726758,9.655474030912547e-21,2.68857658946346e-20,690
S100b,7.9210253,-0.7812191,2.3556005168931784e-15,6.1279338997283875e-15,691
Pecr,18.08358,-0.787801,4.2928445906360454e-73,1.798532849865449e-72,692
Shb,5.825127,-0.802662,5.706909025745681e-09,1.3386583723648337e-08,693
Traf2,19.060394,-0.8065162,5.386761984337764e-81,2.376998035345457e-80,694
Lgr4,10.155535,-0.8133756,3.1308937120749843e-24,9.027690475210353e-24,695
Ipo13,13.373665,-0.81799275,8.618712287653832e-41,2.87993496883111e-40,696
Cnpy4,29.56115,-0.84030235,4.721782889285101e-192,3.6365579924291937e-191,697
Dcaf1,13.6269045,-0.8420321,2.7708598624856157e-42,9.354077577786583e-42,698
Arnt,26.266668,-0.8569046,4.611123284469341e-152,2.9840915918479534e-151,699
Or5p52,2.2920582,-0.85775214,0.0219022862130431,0.0415211799870217,700
Pibf1,16.878668,-0.87472886,6.458535479238213e-64,2.5506949766775757e-63,701
Lrig2,8.793581,-0.9238174,1.448672245514342e-18,3.9287126419396416e-18,702
Vmn1r220,3.8198075,-0.92593384,0.0001335558053504,0.0002812196183083,703
Nbr1,27.59113,-0.93591446,1.4217464013035665e-167,9.894835517145415e-167,704
Amot,3.0988755,-0.9371698,0.0019425664992655,0.0039028122207324,705
Stbd1,26.273998,-0.9573136,3.8024579179961002e-152,2.4621123487112355e-151,706
Ppid,28.547054,-0.97116786,3.0557200431520947e-179,2.2325754141446217e-178,707
P2ry10b,2.2963467,-0.9803737,0.0216560648239173,0.0410708877724409,708
Kdm4c,11.484757,-0.9879819,1.5737615190257999e-30,4.818382480999147e-30,709
Cse1l,18.72412,-1.0016552,3.1484073804471535e-78,1.3645601969457287e-77,710
Slc52a2,16.318066,-1.0108031,7.34250293294878e-60,2.8256315050371965e-59,711
Kpna1,18.030558,-1.0222787,1.1215321471576404e-72,4.686310073944919e-72,712
Tlr3,8.318353,-1.0303297,8.91941051334842e-17,2.36247360098456e-16,713
Il27ra,11.045043,-1.0304817,2.3165569380586876e-28,6.9396818559143005e-28,714
Tgfbrap1,9.083733,-1.0582476,1.0491338887833403e-19,2.8869514896261973e-19,715
Apbb3,6.928542,-1.0788827,4.2519938681669515e-12,1.0541178333330348e-11,716
Porcn,9.002454,-1.1060826,2.2072780689512614e-19,6.049207015511978e-19,717
Trim68,5.977436,-1.1288909,2.266768405964157e-09,5.3634515193107644e-09,718
Stx3,10.181103,-1.1351445,2.4081611787752094e-24,6.953083388809341e-24,719
Vmn2r95,2.5897062,-1.1565664,0.0096057889874576,0.0186348835145152,720
Efnb2,5.132478,-1.195114,2.859520825191985e-07,6.4667057359368e-07,721
Il17rc,23.806648,-1.2313914,2.8502150552770734e-125,1.605267759196465e-124,722
Chuk,21.742489,-1.2760348,8.136501146664205e-105,4.1057956330988085e-104,723
Sct,2.7615802,-1.2986641,0.0057522386843111,0.0113049030669867,724
Dnaja1,15.78211,-1.3068312,4.1314341524466475e-56,1.5524754393086588e-55,725
Vmn1r201,2.565752,-1.3377438,0.0102952430400869,0.0199380122857992,726
Or4s2,3.5170157,-1.3486884,0.0004364278406494,0.0009031769777448,727
