gene,quiescent_mean,activated_mean,log2fc
Fgf1,0.23533324793410987,0.15412412506304712,-0.5799554431582207
Fgf2,0.5952206097942654,0.7868681867431283,0.3968799848053753
Fgf7,0.3848644014683355,0.4989226552268626,0.36608910662966304
Fgf10,0.07425223181442044,0.013662684991235218,-1.8321011185853329
Fgfr1,3.0251242588493743,3.63919983406594,0.26582457456634795
Fgfr2,0.08629750102205232,0.25908209766251605,1.4824761451670416
Fgfr3,0.05228367723831548,0.06136682952056014,0.19639955813952809
