names,scores,logfoldchanges,pvals,pvals_adj
Col1a1,270.19254,,0.0,0.0
Col1a2,268.2479,,0.0,0.0
Col3a1,263.42456,,0.0,0.0
Sparc,254.16443,,0.0,0.0
Col5a2,244.53036,inf,0.0,0.0
Fn1,242.14217,inf,0.0,0.0
Cthrc1,241.6002,inf,0.0,0.0
Postn,234.35037,inf,0.0,0.0
Lox,226.44725,785.2349,0.0,0.0
Csrp2,205.67177,inf,0.0,0.0
Ptn,205.53163,inf,0.0,0.0
Col5a1,203.93439,684.5572,0.0,0.0
Fstl1,200.26544,,0.0,0.0
Tagln,195.65088,inf,0.0,0.0
Palld,190.102,388.8859,0.0,0.0
Acta2,188.49709,inf,0.0,0.0
Serpinh1,187.56642,,0.0,0.0
Ppic,184.91183,571.8162,0.0,0.0
Ddah1,183.54826,702.3351,0.0,0.0
Col14a1,175.24591,454.9364,0.0,0.0
Actn1,173.35681,328.4544,0.0,0.0
Sfrp2,171.0547,inf,0.0,0.0
Ltbp2,168.96407,339.8214,0.0,0.0
Timp1,166.9102,inf,0.0,0.0
Plod2,164.59576,284.25128,0.0,0.0
Ccn4,164.5393,208.78389,0.0,0.0
Ppib,161.87677,,0.0,0.0
Fbn1,161.14125,inf,0.0,0.0
C1qtnf6,160.24011,240.80446,0.0,0.0
Tnc,156.56609,320.97867,0.0,0.0
Tpm2,155.57053,509.05573,0.0,0.0
Ckap4,154.39708,385.14743,0.0,0.0
Runx1,153.6035,238.2811,0.0,0.0
P4ha3,152.9386,130.59586,0.0,0.0
Marcksl1,152.05363,195.31099,0.0,0.0
Mfap4,151.65193,inf,0.0,0.0
Mdk,150.07607,316.5484,0.0,0.0
Col16a1,147.31125,186.4228,0.0,0.0
Mmp14,146.30525,326.35666,0.0,0.0
Aspn,146.17528,inf,0.0,0.0
Thbs2,143.07774,345.83795,0.0,0.0
Rcn3,141.4836,inf,0.0,0.0
Maged1,139.87248,309.96698,0.0,0.0
Bmp1,138.86198,257.70505,0.0,0.0
Cdh2,136.31628,115.032104,0.0,0.0
Myl9,136.28055,290.22012,0.0,0.0
Loxl3,136.19513,178.37445,0.0,0.0
Tspan6,135.32552,186.89604,0.0,0.0
Ccn2,134.59888,inf,0.0,0.0
Ecrg4,134.19302,268.66977,0.0,0.0
Col8a1,134.09846,inf,0.0,0.0
Adamts2,133.86818,369.63254,0.0,0.0
Serf2,133.49907,,0.0,0.0
Phldb2,133.34177,129.54785,0.0,0.0
Dpysl3,133.186,237.90475,0.0,0.0
Aebp1,131.56924,386.2378,0.0,0.0
Col12a1,131.30246,129.57527,0.0,0.0
Pdgfrl,129.96378,273.78363,0.0,0.0
Foxp1,129.07831,149.96799,0.0,0.0
Pdia6,128.6439,inf,0.0,0.0
Fndc1,127.99589,241.85666,0.0,0.0
Rrbp1,127.9003,416.88965,0.0,0.0
Ssr2,126.45942,306.42032,0.0,0.0
Pmepa1,126.350525,497.28314,0.0,0.0
Efemp2,126.29734,213.7048,0.0,0.0
Rcn1,125.37226,247.46202,0.0,0.0
Rflnb,124.084,244.30237,0.0,0.0
Sfrp1,123.77063,694.51166,0.0,0.0
Gxylt2,122.86966,242.39139,0.0,0.0
Cnn3,122.613266,298.91327,0.0,0.0
Cnn2,121.23259,203.16266,0.0,0.0
Thbs1,120.98603,331.31046,0.0,0.0
Enpp1,120.97775,117.65338,0.0,0.0
Serf1,120.9317,134.51398,0.0,0.0
Lbh,120.37905,179.29262,0.0,0.0
Myl6,119.482735,,0.0,0.0
Pdia5,119.346306,88.26074,0.0,0.0
Synpo,118.45223,91.40118,0.0,0.0
Itgb1,118.2034,334.47037,0.0,0.0
Ctsk,118.08947,153.08894,0.0,0.0
Fkbp11,117.96602,167.9308,0.0,0.0
Ctsd,117.84816,388.03558,0.0,0.0
Pxdn,117.68566,115.25977,0.0,0.0
Marcks,117.338905,409.14563,0.0,0.0
Vmp1,117.09039,157.53647,0.0,0.0
Maged2,117.07949,258.394,0.0,0.0
P4hb,116.55022,230.4499,0.0,0.0
Tgfb3,116.506935,147.26544,0.0,0.0
Eef1b2,115.34272,inf,0.0,0.0
Loxl2,115.06866,276.29813,0.0,0.0
Dclk1,114.948616,159.46753,0.0,0.0
Myh9,114.40863,117.99673,0.0,0.0
Hdlbp,114.04208,212.39346,0.0,0.0
Hif1a,113.971344,116.51876,0.0,0.0
Mfap2,113.931435,253.30492,0.0,0.0
Nedd4,113.3903,391.01242,0.0,0.0
Rbp1,112.53665,inf,0.0,0.0
Sox4,111.84981,142.30214,0.0,0.0
Tmem176b,111.84363,174.69409,0.0,0.0
Gpx7,110.84483,190.75731,0.0,0.0
Mmp23,110.351814,245.50487,0.0,0.0
Tmem45a,110.00892,177.61841,0.0,0.0
Sec61b,108.94675,398.1228,0.0,0.0
Picalm,108.64663,126.29026,0.0,0.0
Nedd9,108.51986,122.29081,0.0,0.0
Tmem167,108.369156,220.52718,0.0,0.0
Rpsa,107.80938,,0.0,0.0
Fbn2,107.25267,78.68376,0.0,0.0
P3h1,106.96887,101.352104,0.0,0.0
Pdlim3,106.20636,192.04675,0.0,0.0
Vim,105.97078,,0.0,0.0
Lman1,105.91268,196.28506,0.0,0.0
Gask1b,105.500984,141.25507,0.0,0.0
Prdx4,104.60625,201.00414,0.0,0.0
Pls3,104.16648,167.9472,0.0,0.0
Colgalt1,103.93836,115.50568,0.0,0.0
Nt5dc2,102.911606,72.71346,0.0,0.0
Ncam1,102.82287,111.29785,0.0,0.0
Fkbp10,102.43819,122.47048,0.0,0.0
Ext1,101.820625,78.10903,0.0,0.0
Vcl,101.75178,91.90856,0.0,0.0
Cald1,101.62581,369.69504,0.0,0.0
Rack1,101.591354,,0.0,0.0
Fat1,101.150536,82.84197,0.0,0.0
Erp29,101.13373,151.42393,0.0,0.0
Garre1,101.036964,76.39916,0.0,0.0
Npm1,100.99014,inf,0.0,0.0
Srpx2,100.84336,189.96992,0.0,0.0
Kdelr2,100.08493,226.59273,0.0,0.0
Bsg,99.90943,inf,0.0,0.0
Pdzrn3,99.718864,57.63336,0.0,0.0
Id3,99.42029,inf,0.0,0.0
Col11a1,99.352684,131.2125,0.0,0.0
Pabpc1,99.03456,261.42407,0.0,0.0
Ssr4,99.014084,252.87712,0.0,0.0
Gadd45b,98.80102,88.469475,0.0,0.0
Surf4,98.32095,126.16576,0.0,0.0
Wls,97.669,122.25691,0.0,0.0
Bgn,97.65303,,0.0,0.0
Lgals1,97.574265,,0.0,0.0
Rpl15,97.15386,,0.0,0.0
Vamp5,97.10176,169.36467,0.0,0.0
Tmem176a,96.73603,108.38186,0.0,0.0
Flna,96.5563,151.66107,0.0,0.0
Abracl,96.44206,138.20378,0.0,0.0
Fhl2,96.08344,-25.406712,0.0,0.0
Frzb,96.06792,127.19463,0.0,0.0
Ostc,96.03075,242.17683,0.0,0.0
P4ha2,96.011765,111.13262,0.0,0.0
Rps12,95.88525,,0.0,0.0
Tmsb4x,95.79577,,0.0,0.0
Ltbp3,95.774055,107.472466,0.0,0.0
Adarb1,95.74373,62.666092,0.0,0.0
Rplp0,95.60852,,0.0,0.0
Copb2,95.52802,132.41658,0.0,0.0
Rplp1,95.46268,,0.0,0.0
Kif26b,95.4226,65.9786,0.0,0.0
Rpl12,95.30289,inf,0.0,0.0
Nrep,95.28379,73.19027,0.0,0.0
Tead1,95.20161,77.820564,0.0,0.0
Lpp,95.059525,122.32481,0.0,0.0
Pdia3,94.890785,inf,0.0,0.0
Luzp1,94.74582,77.49554,0.0,0.0
Gpx8,94.25778,189.57983,0.0,0.0
Dok1,93.888084,74.6325,0.0,0.0
Ptprs,93.6044,66.75454,0.0,0.0
Septin11,92.92957,137.65048,0.0,0.0
Cilp,92.90429,437.98874,0.0,0.0
Rps20,92.52698,,0.0,0.0
Sh3bgrl3,91.9673,211.90033,0.0,0.0
Mical2,91.942375,81.97925,0.0,0.0
Fscn1,91.27011,96.904755,0.0,0.0
Myh10,91.172905,78.23297,0.0,0.0
Tmed3,91.09398,217.68216,0.0,0.0
Usp9x,91.093895,77.27675,0.0,0.0
Tln2,90.97016,57.95938,0.0,0.0
Hnrnpa0,90.58666,119.6652,0.0,0.0
Fzd2,90.13867,60.949444,0.0,0.0
Sdc1,89.787895,53.422234,0.0,0.0
Rps3a1,89.71696,,0.0,0.0
Mlec,89.61016,87.23327,0.0,0.0
Tubb2b,89.40342,75.18673,0.0,0.0
Unc5b,88.73764,59.50337,0.0,0.0
Olfml2b,88.63635,80.1328,0.0,0.0
Comp,88.29979,176.9771,0.0,0.0
Chpf,88.295296,95.656975,0.0,0.0
Eif4e2,88.24958,80.13982,0.0,0.0
Rpl23,88.24369,,0.0,0.0
Rasl11b,87.948654,72.43661,0.0,0.0
Emilin1,87.89217,182.59798,0.0,0.0
Tyms,87.66242,68.305984,0.0,0.0
Hspa5,87.58557,inf,0.0,0.0
Tceal8,87.51212,147.06392,0.0,0.0
Basp1,87.44146,89.570114,0.0,0.0
Plod3,87.07,68.81529,0.0,0.0
Ikbip,87.03101,87.780075,0.0,0.0
Glipr1,87.010826,83.031624,0.0,0.0
Erlec1,87.007996,80.77373,0.0,0.0
Serpinf1,86.91848,,0.0,0.0
Rai14,86.84116,51.938087,0.0,0.0
Ecscr,86.21599,42.10348,0.0,0.0
Eid1,85.95503,89.68517,0.0,0.0
Ccn5,85.56428,306.62515,0.0,0.0
Clec11a,85.47603,83.641556,0.0,0.0
Tns3,85.4686,56.960243,0.0,0.0
Pld3,85.37079,75.258484,0.0,0.0
Rnf149,85.10385,63.15289,0.0,0.0
Stmp1,85.04128,146.2022,0.0,0.0
Rpl5,84.84356,inf,0.0,0.0
Lhfpl2,84.69679,54.35101,0.0,0.0
Cdh11,84.60748,56.994183,0.0,0.0
Siva1,84.531876,74.61065,0.0,0.0
Ssr3,84.229004,112.72933,0.0,0.0
Odc1,83.84836,72.17635,0.0,0.0
Rps10,83.77964,,0.0,0.0
Dap,83.62531,141.44972,0.0,0.0
Ttc3,83.54907,87.17296,0.0,0.0
Ddost,83.52557,166.3277,0.0,0.0
Loxl1,83.41776,inf,0.0,0.0
Neo1,83.39705,49.092777,0.0,0.0
Eno1,83.39357,306.2427,0.0,0.0
Serpine1,82.9926,117.583015,0.0,0.0
Yipf5,82.90941,89.23545,0.0,0.0
Itgbl1,82.89698,134.05528,0.0,0.0
Tcea3,82.84319,43.99148,0.0,0.0
Iqgap1,82.80667,109.37583,0.0,0.0
Arf4,82.53078,202.61859,0.0,0.0
Ttll5,82.11499,47.698555,0.0,0.0
Mpzl1,82.08475,46.491165,0.0,0.0
Plac8,82.0233,151.3277,0.0,0.0
Arf5,81.95515,206.4271,0.0,0.0
Lrrc17,81.620865,69.948975,0.0,0.0
Calr,81.48662,inf,0.0,0.0
Actr3,81.48283,108.999985,0.0,0.0
Col27a1,81.39703,51.859707,0.0,0.0
Ddb1,81.3966,91.48304,0.0,0.0
Adam12,81.37181,47.267708,0.0,0.0
Col8a2,81.27048,62.70577,0.0,0.0
Ctsh,81.2662,78.53279,0.0,0.0
Txndc5,81.149055,144.00977,0.0,0.0
Tmem263,81.04196,59.36799,0.0,0.0
Igf2r,80.864716,65.69808,0.0,0.0
Rps8,80.84817,,0.0,0.0
Gpc6,80.584946,70.99489,0.0,0.0
Tfg,80.57714,73.78809,0.0,0.0
Col6a3,80.298134,161.11359,0.0,0.0
Crlf1,80.25702,107.225,0.0,0.0
Pycr1,79.95043,39.324356,0.0,0.0
Rbfox2,79.80492,55.326416,0.0,0.0
Nudcd2,79.682846,66.827774,0.0,0.0
Rps27a,79.59383,,0.0,0.0
Wfdc18,79.3976,278.57004,0.0,0.0
Dst,79.33596,85.98252,0.0,0.0
Rpl27a,79.17497,,0.0,0.0
Cdc16,79.07872,57.763996,0.0,0.0
Erh,78.792534,173.33688,0.0,0.0
Praf2,78.7293,72.39351,0.0,0.0
Chsy1,78.67643,39.3262,0.0,0.0
Eef1a1,78.56503,,0.0,0.0
P3h3,78.54965,94.75615,0.0,0.0
Gucy1b1,78.07725,39.425995,0.0,0.0
Hsp90b1,78.07071,inf,0.0,0.0
Sec23a,77.86924,55.632114,0.0,0.0
Pigs,77.76521,41.55271,0.0,0.0
Map1b,77.69286,72.713715,0.0,0.0
Rps7,77.53916,,0.0,0.0
6820431F20Rik,77.51607,86.71632,0.0,0.0
Cryzl2,77.49804,36.83082,0.0,0.0
Ctnnbip1,77.35762,31.745907,0.0,0.0
Prrx1,77.34672,94.76261,0.0,0.0
Skil,77.18393,62.626297,0.0,0.0
Cdk14,77.052315,42.993584,0.0,0.0
Rpl10a,76.79189,,0.0,0.0
Nxn,76.783485,51.95636,0.0,0.0
Manf,76.739525,216.1123,0.0,0.0
Lrrc59,76.673615,89.753944,0.0,0.0
Golga7,76.461716,83.45419,0.0,0.0
Lgmn,76.325066,51.11202,0.0,0.0
Rpl7,76.20493,,0.0,0.0
Tpt1,76.0602,,0.0,0.0
Hnrnpa1,75.826706,122.682076,0.0,0.0
Fmod,75.779274,80.63044,0.0,0.0
Isg15,75.727806,160.27869,0.0,0.0
Kdelr3,75.726265,105.067505,0.0,0.0
Dact3,75.67739,49.13388,0.0,0.0
Nme1nme2,75.66365,inf,0.0,0.0
Zfhx3,75.5227,49.56795,0.0,0.0
Nbea,75.45489,45.783314,0.0,0.0
Prrc1,75.4037,59.002716,0.0,0.0
Wwp2,75.38632,44.75483,0.0,0.0
Vkorc1,75.26756,160.70038,0.0,0.0
Reep5,75.24139,129.63524,0.0,0.0
Oxct1,75.13254,62.447422,0.0,0.0
Zdhhc20,75.07945,41.103775,0.0,0.0
Vegfd,75.03505,116.532486,0.0,0.0
Fkbp14,74.90835,38.30379,0.0,0.0
Ryk,74.842064,66.478035,0.0,0.0
Gpc4,74.6508,40.104492,0.0,0.0
Nme2,74.5723,inf,0.0,0.0
Ddit4l,74.55491,71.471306,0.0,0.0
Stt3a,74.53416,90.44517,0.0,0.0
Cmpk1,74.442505,68.74944,0.0,0.0
Ada,74.37614,61.000454,0.0,0.0
Nfix,74.3692,170.79042,0.0,0.0
Dkk3,74.33859,29.492344,0.0,0.0
Ssr1,74.28295,91.65186,0.0,0.0
Wipi1,74.228455,53.274708,0.0,0.0
Rps2,74.18166,,0.0,0.0
Slc1a3,74.14188,49.26217,0.0,0.0
Myof,73.978355,45.264423,0.0,0.0
Rpl29,73.7947,,0.0,0.0
Ppa1,73.750404,72.84578,0.0,0.0
Rbm3,73.71571,172.57817,0.0,0.0
Tceal9,73.614075,173.04036,0.0,0.0
Serp1,73.585266,111.70315,0.0,0.0
Mfap5,73.531166,,0.0,0.0
Rps24,73.51488,,0.0,0.0
Cercam,73.261215,40.03781,0.0,0.0
Tnfrsf12a,73.19236,60.917587,0.0,0.0
Panx1,73.13808,40.972195,0.0,0.0
Bst2,73.08379,165.88058,0.0,0.0
Hacd4,72.945015,33.433037,0.0,0.0
Tpm4,72.861984,265.5624,0.0,0.0
Cpxm1,72.85688,112.102,0.0,0.0
Golgb1,72.772095,66.44282,0.0,0.0
Parva,72.72603,51.49876,0.0,0.0
Sertad4,72.64741,43.767063,0.0,0.0
2310022B05Rik,72.60143,43.72242,0.0,0.0
Acbd3,72.58839,45.07706,0.0,0.0
Gucy1a1,72.5553,88.512115,0.0,0.0
Dad1,72.43819,188.0192,0.0,0.0
Arl1,72.353325,124.45736,0.0,0.0
Sec31a,72.32199,73.54444,0.0,0.0
Copz2,72.25902,133.91785,0.0,0.0
Tmed9,72.159065,205.6648,0.0,0.0
Med13l,72.09584,40.5963,0.0,0.0
Gars1,72.05036,62.59997,0.0,0.0
Rpl28,72.02512,,0.0,0.0
Itgav,71.959656,50.475914,0.0,0.0
Mfge8,71.92716,85.766624,0.0,0.0
Fbxl7,71.9022,50.20121,0.0,0.0
Limd2,71.89164,31.44857,0.0,0.0
Rab31,71.83061,35.191254,0.0,0.0
Gabarap,71.7827,inf,0.0,0.0
Set,71.56659,97.56215,0.0,0.0
Fgfrl1,71.37334,43.265602,0.0,0.0
Nktr,71.29621,82.17254,0.0,0.0
Il13ra1,71.17938,32.588657,0.0,0.0
Rgs4,71.09887,41.263863,0.0,0.0
Eprs1,70.910034,77.260704,0.0,0.0
Glt8d1,70.836876,40.483334,0.0,0.0
Mrc2,70.82461,63.99797,0.0,0.0
Pdgfa,70.80116,39.58407,0.0,0.0
Kcnj15,70.7983,51.671917,0.0,0.0
Nap1l1,70.7168,105.98552,0.0,0.0
Cpne8,70.54581,44.001755,0.0,0.0
Lrrc42,70.49381,31.784527,0.0,0.0
Mtpn,70.38125,60.240246,0.0,0.0
Snx7,70.35928,51.94886,0.0,0.0
Ifi30,70.30944,37.046986,0.0,0.0
Gmppb,70.24717,43.508358,0.0,0.0
Crtap,70.1912,59.611046,0.0,0.0
Nans,70.15847,47.86869,0.0,0.0
Cct2,69.98484,82.83792,0.0,0.0
Enah,69.88158,42.13744,0.0,0.0
Fndc3b,69.69596,72.827995,0.0,0.0
Srp9,69.59674,110.82257,0.0,0.0
Nek6,69.47476,31.36285,0.0,0.0
Gfpt1,69.378716,34.80424,0.0,0.0
Zbed6,69.35322,50.1108,0.0,0.0
Kdm5b,69.29706,38.605923,0.0,0.0
Arhgap5,69.09234,55.736534,0.0,0.0
Kctd12,69.0579,42.83722,0.0,0.0
Myl12a,69.05373,,0.0,0.0
Kdelr1,68.89221,92.826584,0.0,0.0
Arid5b,68.81944,52.64228,0.0,0.0
Dnajc1,68.684494,56.188957,0.0,0.0
Msrb3,68.62617,29.542107,0.0,0.0
Rnaseh2b,68.62473,31.992182,0.0,0.0
Fam114a1,68.39847,53.759995,0.0,0.0
Selenos,68.39367,109.430176,0.0,0.0
Rtraf,68.24277,128.3077,0.0,0.0
Shisa4,68.08821,31.69564,0.0,0.0
Plscr2,68.07077,45.02877,0.0,0.0
Lap3,68.03161,38.22855,0.0,0.0
Slit2,67.88377,39.219627,0.0,0.0
Eif3a,67.85636,88.29656,0.0,0.0
Piezo2,67.81098,38.55595,0.0,0.0
Rps15a,67.788376,,0.0,0.0
Sipa1l1,67.63488,38.046867,0.0,0.0
Atxn1,67.52672,33.24398,0.0,0.0
Ogn,67.45332,inf,0.0,0.0
Apbb2,67.44004,25.024597,0.0,0.0
Man1a2,67.2971,41.984974,0.0,0.0
Map4k4,67.20307,52.299564,0.0,0.0
Rest,66.96754,36.343704,0.0,0.0
Fkbp9,66.95277,93.16189,0.0,0.0
Lmna,66.94028,224.20628,0.0,0.0
Pafah1b3,66.86115,29.13365,0.0,0.0
Ttc19,66.842445,34.969547,0.0,0.0
Tln1,66.82686,66.99805,0.0,0.0
Armcx3,66.80244,44.4425,0.0,0.0
Hsp90aa1,66.73004,130.84346,0.0,0.0
Rpl32,66.70316,,0.0,0.0
Rps11,66.65432,,0.0,0.0
Prelid1,66.65008,90.55759,0.0,0.0
Tor2a,66.53704,34.97088,0.0,0.0
Rpn1,66.48708,81.21311,0.0,0.0
Ubxn4,66.418526,60.091965,0.0,0.0
Slc38a10,66.258224,46.677074,0.0,0.0
Slc38a2,66.06353,58.836308,0.0,0.0
Smarcc1,66.004875,34.21451,0.0,0.0
Sox9,65.98393,76.71185,0.0,0.0
Kdm1a,65.98225,34.655895,0.0,0.0
Desi2,65.95588,44.27469,0.0,0.0
Pgk1,65.924385,123.620255,0.0,0.0
Arhgef25,65.908295,30.647463,0.0,0.0
Nkd2,65.89641,48.761738,0.0,0.0
Thbs3,65.893524,45.634586,0.0,0.0
Filip1l,65.888756,60.554546,0.0,0.0
Slc39a14,65.85983,34.35397,0.0,0.0
Fxyd6,65.77983,196.84961,0.0,0.0
Rhobtb3,65.72635,29.990417,0.0,0.0
Soat1,65.713684,31.534822,0.0,0.0
Itgb5,65.680855,150.64708,0.0,0.0
Hs6st2,65.6656,33.570293,0.0,0.0
Angptl4,65.63279,61.643383,0.0,0.0
Tubb5,65.62948,238.4807,0.0,0.0
Cdv3,65.456665,54.66395,0.0,0.0
Pgam1,65.43143,123.33742,0.0,0.0
Dnajc25,65.420105,40.734497,0.0,0.0
Pabpc4,65.366684,24.541073,0.0,0.0
Slc39a13,65.32844,30.053446,0.0,0.0
Ldha,65.2498,228.91653,0.0,0.0
Anxa2,65.10292,,0.0,0.0
Sdc3,65.08643,28.900429,0.0,0.0
Eny2,65.03449,78.26172,0.0,0.0
Smad7,64.90556,37.902325,0.0,0.0
Rhoq,64.88815,38.28912,0.0,0.0
Nucb2,64.885704,46.7744,0.0,0.0
Setd5,64.8837,43.051445,0.0,0.0
Xpnpep1,64.841156,41.365738,0.0,0.0
Sh3pxd2a,64.83155,29.715597,0.0,0.0
Cdk6,64.7696,30.745323,0.0,0.0
Fbln5,64.73926,237.99335,0.0,0.0
Plk2,64.68432,53.746536,0.0,0.0
Nr2f6,64.6768,37.70736,0.0,0.0
Bfar,64.577644,35.642258,0.0,0.0
Man2a1,64.3535,37.112038,0.0,0.0
Samd4,64.311775,29.771414,0.0,0.0
Ubfd1,64.27832,28.171974,0.0,0.0
Slc35a2,64.18058,29.237288,0.0,0.0
Wdr26,64.102455,35.980644,0.0,0.0
Rasa1,64.093254,32.947533,0.0,0.0
Mcl1,64.08995,52.19554,0.0,0.0
Nrbf2,64.04876,27.240839,0.0,0.0
Twf1,64.04636,37.934227,0.0,0.0
Spp1,64.03157,200.49947,0.0,0.0
Gpr180,64.00931,33.76244,0.0,0.0
Nudt4,63.97581,34.82142,0.0,0.0
Col4a2,63.938084,154.6284,0.0,0.0
Lipa,63.932938,34.856808,0.0,0.0
Ctps1,63.91743,32.76916,0.0,0.0
Slc8a1,63.89611,33.07474,0.0,0.0
Actg1,63.807552,,0.0,0.0
Srp54a,63.79478,51.74693,0.0,0.0
Ppp2ca,63.78946,69.423454,0.0,0.0
Sh3pxd2b,63.683487,31.572256,0.0,0.0
Cnpy2,63.623158,105.11947,0.0,0.0
Capza1,63.60016,21.213669,0.0,0.0
Srsf9,63.598717,45.07224,0.0,0.0
Rnf150,63.578968,29.2508,0.0,0.0
Plec,63.557323,44.560654,0.0,0.0
Pofut2,63.53775,48.792103,0.0,0.0
Zfp260,63.535446,29.650682,0.0,0.0
Copg1,63.430508,51.8983,0.0,0.0
Sec61a1,63.40222,48.416965,0.0,0.0
Cttn,63.400898,44.451595,0.0,0.0
Usp47,63.397533,30.006292,0.0,0.0
Dse,63.37904,28.62838,0.0,0.0
Mettl9,63.311317,58.16762,0.0,0.0
Foxp2,63.300575,36.40691,0.0,0.0
Wdr1,63.19207,53.29991,0.0,0.0
Myo10,63.117577,25.557755,0.0,0.0
Lxn,63.022915,29.074392,0.0,0.0
Ergic2,63.01918,49.384476,0.0,0.0
Akr1b8,62.947193,31.026802,0.0,0.0
Ube2m,62.85254,50.761974,0.0,0.0
Tubb2a,62.83597,99.214645,0.0,0.0
Pdlim7,62.83292,59.047794,0.0,0.0
Il3ra,62.789005,29.098581,0.0,0.0
Btg1,62.701385,39.450302,0.0,0.0
Thbs4,62.583324,311.40427,0.0,0.0
R3hdm1,62.516426,35.896606,0.0,0.0
Sar1a,62.51062,86.79716,0.0,0.0
Pdia4,62.45327,69.913445,0.0,0.0
Antxr1,62.416065,34.723175,0.0,0.0
Gcsh,62.405186,32.462566,0.0,0.0
Plpp5,62.349773,25.466806,0.0,0.0
Grb10,62.290154,43.977543,0.0,0.0
Vasn,62.26766,29.221704,0.0,0.0
Kpnb1,62.23987,34.8003,0.0,0.0
Ppfibp1,62.228962,40.905388,0.0,0.0
Sec22b,62.22566,56.436657,0.0,0.0
Lgals3bp,62.195187,70.14335,0.0,0.0
Sec24d,62.185444,34.318264,0.0,0.0
Gins4,62.16539,35.767376,0.0,0.0
Ufsp2,62.15868,33.15364,0.0,0.0
Alg5,62.131977,39.524895,0.0,0.0
Pigk,62.103058,31.77817,0.0,0.0
Mgat2,62.091225,63.934788,0.0,0.0
Edem1,62.023235,29.08833,0.0,0.0
Creb3l2,61.83072,49.61248,0.0,0.0
Prkcsh,61.73414,42.000916,0.0,0.0
Aprt,61.71982,48.50456,0.0,0.0
Gmds,61.706295,23.146774,0.0,0.0
Rpl30,61.675297,,0.0,0.0
Pde7a,61.628525,33.3087,0.0,0.0
Smc4,61.56946,39.974606,0.0,0.0
Zbtb38,61.48477,39.51441,0.0,0.0
Ctnnb1,61.46868,65.086365,0.0,0.0
Nsa2,61.465946,53.650303,0.0,0.0
Cdk7,61.396713,23.992706,0.0,0.0
Foxc2,61.21943,29.186625,0.0,0.0
Ak2,61.21516,31.240318,0.0,0.0
Srsf11,61.18593,60.704216,0.0,0.0
Pbx1,61.173416,44.309105,0.0,0.0
Anxa3,61.095512,72.14781,0.0,0.0
Eva1b,61.06548,90.84883,0.0,0.0
Hsp90ab1,61.061703,,0.0,0.0
Ptpn1,60.95829,29.952639,0.0,0.0
Prdx2,60.939426,117.10782,0.0,0.0
Ldlrad4,60.92546,27.027601,0.0,0.0
Clint1,60.890007,31.930815,0.0,0.0
Ankrd17,60.88405,35.520927,0.0,0.0
Nrg1,60.880905,44.12023,0.0,0.0
Rpl22,60.829193,,0.0,0.0
Stmn1,60.8166,46.45842,0.0,0.0
Nsd1,60.811543,30.45611,0.0,0.0
Man2b1,60.801968,30.297817,0.0,0.0
Hmg20b,60.771194,34.685127,0.0,0.0
Pgm3,60.6886,31.145115,0.0,0.0
Mif,60.571102,184.91226,0.0,0.0
Bet1,60.5582,32.429665,0.0,0.0
Tagln2,60.533947,inf,0.0,0.0
Rhou,60.524673,36.506653,0.0,0.0
Mydgf,60.46783,68.068085,0.0,0.0
Ccdc88a,60.198128,36.270405,0.0,0.0
Uba5,60.169296,36.82153,0.0,0.0
Srp72,60.160862,36.6755,0.0,0.0
Copb1,60.123623,55.530514,0.0,0.0
Tnks,60.116207,26.7227,0.0,0.0
Marchf5,60.087055,36.143528,0.0,0.0
Fkbp7,59.96839,91.98083,0.0,0.0
Maea,59.816883,30.50961,0.0,0.0
Slc31a1,59.789505,21.974085,0.0,0.0
Prrx2,59.758144,27.082672,0.0,0.0
Vasp,59.713875,29.230864,0.0,0.0
Hook3,59.65123,43.127113,0.0,0.0
Usp16,59.589733,23.7231,0.0,0.0
Tulp4,59.571373,32.181896,0.0,0.0
Gsto1,59.520126,19.854815,0.0,0.0
Aoc3,59.517223,24.463331,0.0,0.0
Tpbg,59.424294,26.17558,0.0,0.0
Actn4,59.366123,42.774036,0.0,0.0
Lrrfip1,59.349777,26.741943,0.0,0.0
Lpgat1,59.33883,25.714182,0.0,0.0
Haus7,59.226196,24.754063,0.0,0.0
Twist1,59.21366,30.145126,0.0,0.0
App,59.184696,153.16711,0.0,0.0
Yif1b,59.180893,57.9294,0.0,0.0
Macf1,59.176132,44.658176,0.0,0.0
Trip12,59.093323,28.82447,0.0,0.0
Cdc42bpa,59.057262,29.882835,0.0,0.0
Itsn1,59.042408,26.534204,0.0,0.0
Hacd1,58.882732,33.433765,0.0,0.0
Bzw2,58.766094,24.402802,0.0,0.0
Plscr3,58.76584,28.980268,0.0,0.0
Lsm12,58.70574,29.310709,0.0,0.0
Tpm1,58.61508,-inf,0.0,0.0
Slc39a6,58.586914,23.221016,0.0,0.0
Hnrnpab,58.452362,59.462364,0.0,0.0
Hp,58.406006,140.39159,0.0,0.0
Tfpi,58.397705,24.949104,0.0,0.0
Chd4,58.299305,46.02264,0.0,0.0
Cpe,58.235653,7.930745,0.0,0.0
Calu,58.179344,86.77885,0.0,0.0
Kmt5a,58.153576,25.09373,0.0,0.0
Klhl9,58.061043,23.897036,0.0,0.0
Kctd11,58.04196,23.544968,0.0,0.0
Cdk4,58.029747,68.6693,0.0,0.0
Dnajb4,57.948097,30.221338,0.0,0.0
Golt1b,57.930977,25.653095,0.0,0.0
Csnk1g3,57.8761,23.304731,0.0,0.0
