names,scores,logfoldchanges,pvals,pvals_adj
Dusp23,23.281342,-3.8819413,6.851846389372387e-120,3.76739905873755e-119
Efr3a,23.27587,-6.0865235,7.784300133265807e-120,4.279100615496198e-119
Trappc6a,23.275547,-6.222096,7.84321048624117e-120,4.310481035260649e-119
Rpl36al,23.266872,45.548557,9.600878113388604e-120,5.275234750322219e-119
Rprd2,23.25965,0.20712812,1.1361572966928813e-119,6.241202675623848e-119
Stx17,23.240461,1.2499504,1.7763802037873755e-119,9.755842081762752e-119
Svil,23.237997,-5.960909,1.88123700307285e-119,1.032931177349693e-118
Cpne1,23.234285,-1.2810503,2.0510965619859248e-119,1.1259342758696149e-118
Washc2,23.231733,-4.9113607,2.1765738424497198e-119,1.1945364947143316e-118
Ube4a,23.231058,0.950032,2.211013160651705e-119,1.2131554440825534e-118
Abl2,23.22588,5.9574575,2.4941827017476053e-119,1.3682092335805894e-118
Cebpzos,23.218874,-10.365028,2.9357646841372713e-119,1.6100695984213253e-118
Rab5a,23.212727,-3.0534568,3.3870300416427634e-119,1.857127126593401e-118
Slc35b4,23.210266,1.6929536,3.5864853146411206e-119,1.96603317746897e-118
Ap2a1,23.209616,-2.5855827,3.6411170133736374e-119,1.9955179808097143e-118
Zfp397,23.203243,-3.102325,4.222605146718846e-119,2.313666345874411e-118
Gorab,23.199936,2.1151595,4.5600599793038804e-119,2.4979864742842522e-118
Atpsckmt,23.19313,-1.796065,5.341435588081428e-119,2.9253431492249346e-118
Kdsr,23.191498,-1.4189043,5.547969095336071e-119,3.037750996776387e-118
Ereg,23.189846,9.607543,5.764858496735513e-119,3.155775725408796e-118
Msl3,23.189617,-6.6013207,5.79553524230512e-119,3.171833594960362e-118
Ppp2r5e,23.187492,-4.403897,6.088872481509585e-119,3.3316019663131317e-118
Dusp16,23.182697,4.2351384,6.80617518344019e-119,3.723220565262638e-118
Polk,23.178984,5.3155265,7.419416126466464e-119,4.057745504127445e-118
Gsk3a,23.174547,-1.3699431,8.224547054218702e-119,4.497037638141203e-118
Tcirg1,23.173199,1.4137471,8.485799956239007e-119,4.638812329699644e-118
Mrps23,23.165903,-15.327091,1.0052001966435953e-118,5.493714448153254e-118
Ube2g1,23.165169,-7.420555,1.0224585099928656e-118,5.586743572644339e-118
Banp,23.158043,1.4017507,1.206329855348871e-118,6.589897667251545e-118
Ten1,23.145405,-5.0119524,1.6172493414488773e-118,8.832611952454088e-118
Dyrk1a,23.136295,2.0192802,1.9975034137079647e-118,1.0906848852333758e-117
Lin7c,23.129316,-3.5360756,2.348201352907614e-118,1.2818780715745495e-117
B3galnt1,23.127075,2.3193414,2.4733889885226655e-118,1.349905760117696e-117
Tlnrd1,23.116817,-3.8204575,3.1368149899871088e-118,1.7111941542375405e-117
Wdr33,23.111078,-6.761933,3.5827012912940133e-118,1.9539826183711817e-117
Gm14296,23.105978,2.0860374,4.031625520889835e-118,2.1983154761989565e-117
Scap,23.10286,2.2471495,4.333548662739872e-118,2.3623990990671244e-117
Zcrb1,23.094383,-2.8728461,5.272623319859203e-118,2.8736648693676565e-117
Nab2,23.089596,-2.0616434,5.890173310006722e-118,3.209499048573674e-117
Agap3,23.08793,0.8830487,6.121438584818056e-118,3.334744022416681e-117
Uckl1,23.08397,-2.3954413,6.70873840170402e-118,3.653841590653693e-117
Ddr1,23.083164,4.0382557,6.8350567833232745e-118,3.721781380333773e-117
Gm7072,23.077814,1.5523269,7.735006984561143e-118,4.210845816601031e-117
Atn1,23.076431,-0.08165536,7.986145013699603e-118,4.3465606306128645e-117
Stk16,23.075794,-8.705523,8.104859786659061e-118,4.410156485157192e-117
Stx8,23.057081,-9.109029,1.2489900272283154e-117,6.793090820437495e-117
Sertad3,23.051754,-5.6871505,1.4125119036596498e-117,7.680696058090376e-117
Tmem185b,23.043762,-0.22757253,1.698755218214492e-117,9.23505109538424e-117
Spsb1,23.04272,3.1894345,1.740092040008949e-117,9.457596428221671e-117
Polr2d,23.041723,-5.5498915,1.7806107824363835e-117,9.67559404001146e-117
Sbf2,23.03319,-4.5081215,2.1682727419379582e-117,1.1779386025141792e-116
Slc17a5,23.029383,1.4108943,2.3674121481410532e-117,1.2858276006263467e-116
Ostm1,23.022549,0.51204425,2.7716199486690334e-117,1.5050214898278445e-116
Map1s,23.020706,0.98541856,2.8919167024133733e-117,1.5699830941784945e-116
Sik3,23.00657,0.36374867,4.006169244148403e-117,2.174396225092588e-116
Phf20,22.998865,-2.5214505,4.784760651783735e-117,2.5963894177758695e-116
Cbx6,22.997885,-3.9149268,4.894067402265242e-117,2.655093387894058e-116
Robo1,22.997633,4.396258,4.922459090524221e-117,2.669883035069406e-116
Fam83d,22.995808,9.479713,5.133940838419181e-117,2.783948956480704e-116
Abl1,22.993937,-0.429838,5.360140641435154e-117,2.9059417510061915e-116
Metap1,22.993345,0.2893819,5.433753941026053e-117,2.9451744341665073e-116
Slc35a1,22.992842,-6.812079,5.496980729679551e-117,2.9787607665923535e-116
Tasp1,22.99179,3.600742,5.631844776646174e-117,3.0511423272742955e-116
Herc1,22.990849,-3.860342,5.7553217288391996e-117,3.1166083117127635e-116
Cdc42se1,22.976768,-6.6295466,7.959245519368526e-117,4.3090840800596826e-116
Pkn2,22.973688,-4.5240927,8.544324984740014e-117,4.624782320452426e-116
Enc1,22.96689,-0.10694726,9.99119624520671e-117,5.40669064165012e-116
Snrpb2,22.960743,-5.9639735,1.1509212890063215e-116,6.226731966930444e-116
Rnf14,22.956533,-8.169967,1.2679254374707825e-116,6.858178786008095e-116
Atp9a,22.946478,1.2506711,1.597791710738038e-116,8.640439102413735e-116
Irf9,22.938503,-4.2559013,1.9192073396120066e-116,1.0376195140529919e-115
Arap1,22.93606,-6.223493,2.0300347620333584e-116,1.0972872108464523e-115
Lsm14b,22.931318,3.2980258,2.263674255774464e-116,1.2232955752836562e-115
Ntpcr,22.915886,-1.263938,3.2265932207754874e-116,1.7432607151861343e-115
Tjap1,22.91572,-0.34540483,3.238937892196305e-116,1.7495301155172403e-115
Fam210a,22.912113,0.33630013,3.518541899671393e-116,1.900125244904846e-115
Tomm20,22.909708,12.245537,3.718341325824657e-116,2.007564353309811e-115
Kank1,22.895731,5.2956924,5.124226560144854e-116,2.7659816173944608e-115
Rsbn1l,22.892904,-7.1665425,5.467495196689662e-116,2.950598675828342e-115
Odf2,22.878025,-0.63769364,7.690612349873107e-116,4.149382236554423e-115
Nup54,22.873453,1.0889447,8.539988034035291e-116,4.60660098999652e-115
Nr2f1,22.867395,1.1826739,9.811833367445829e-116,5.291445570146984e-115
Ptprm,22.854313,2.6178873,1.3239840255226963e-115,7.138513277076377e-115
Tead3,22.849134,4.1819854,1.490606293697102e-115,8.035055057831868e-115
Lars2,22.84824,5.1856446,1.521504048985934e-115,8.199736970362022e-115
Gtpbp4,22.847412,-5.6643453,1.5506016805468541e-115,8.354644684351561e-115
Cnep1r1,22.847162,-8.601649,1.5595086437032745e-115,8.400719195647673e-115
Avpi1,22.845352,-7.748908,1.6254347564718088e-115,8.753851888422388e-115
Exosc3,22.838112,-5.830206,1.9183841601383578e-115,1.0329189023621643e-114
Siah2,22.831896,2.539021,2.2115384442796054e-115,1.1904911028333765e-114
Tpst2,22.826576,-9.585582,2.497723898947202e-115,1.3442409709963967e-114
Edc4,22.817772,2.658498,3.054692300099133e-115,1.6432449742801555e-114
Sntg2,22.817183,8.663877,3.096131976267521e-115,1.665157864558632e-114
Stard3,22.807695,-0.7696471,3.8458342743848593e-115,2.067890994656152e-114
Tmem223,22.8074,-9.373775,3.872000867126773e-115,2.0814868566773217e-114
Mlxip,22.807192,5.190218,3.890427239758649e-115,2.0909165376641424e-114
Exoc1,22.789087,-1.1915228,5.882973391299726e-115,3.1610945058209926e-114
Crabp2,22.785572,24.08713,6.374480900968893e-115,3.424416951598504e-114
Pdlim4,22.785551,11.890477,6.377449990775982e-115,3.425232974809447e-114
Sft2d1rt,22.782696,0.7865764,6.807043599917309e-115,3.655130185806927e-114
Fam171a2,22.777233,4.1766,7.710811599400562e-115,4.1394791088509245e-114
Aptx,22.774635,-0.4048694,8.181775089040913e-115,4.391313550971038e-114
Dedd,22.77379,-2.460386,8.341163329664265e-115,4.475843230577001e-114
Spg7,22.769787,-2.1916184,9.139120643614925e-115,4.902910940786467e-114
AU022252,22.765612,-4.4357753,1.0052223624589802e-114,5.391543465859121e-114
Vmn2r113,22.764904,0.75547814,1.0215790992133984e-114,5.4780294897888045e-114
Slc35e4,22.749643,1.1543978,1.4467006357839864e-114,7.754144705662252e-114
Usp3,22.744226,-1.5150603,1.6368435675626835e-114,8.771298073819906e-114
Lnpep,22.7432,-5.0739055,1.675552716702518e-114,8.976691023186704e-114
Klhdc2,22.726753,-1.6063745,2.436986255249385e-114,1.3053073091892453e-113
Nfkbil1,22.711376,-1.1195732,3.458426862026451e-114,1.851575269898613e-113
Wbp1l,22.709179,-3.8318062,3.635685720609996e-114,1.946035178031469e-113
Rnaseh1,22.698008,-0.04993616,4.6876004577529054e-114,2.5085140555636922e-113
Fnbp4,22.696787,1.9039416,4.819516005144517e-114,2.5785229344851334e-113
Tsen15,22.69533,-6.2012305,4.9819467115756785e-114,2.6648225379105325e-113
Cog5,22.692362,0.99512696,5.3297643984547816e-114,2.850223338372207e-113
Akr7a5,22.69221,-8.07358,5.348228443181807e-114,2.859450069180567e-113
Prdm2,22.690855,-0.23528087,5.515498538296614e-114,2.94821432389917e-113
Unc50,22.681984,-2.5474494,6.747757384552511e-114,3.606080931685857e-113
Vps26c,22.67806,-3.385142,7.377112516230004e-114,3.941523970727639e-113
Utp14a,22.674347,-0.0720415,8.02632504170073e-114,4.28645317228155e-113
Pinx1,22.664839,0.22758755,9.961199671016021e-114,5.31856911006034e-113
Cnot4,22.664259,-7.849511,1.0093329529289502e-113,5.3878991369796e-113
H1f0,22.660185,14.6877165,1.1071292222558778e-113,5.908608079282894e-113
Dlg5,22.657904,4.9487195,1.1659891435071458e-113,6.221330372437834e-113
Mrpl36,22.650501,-7.4440217,1.3793259943997608e-113,7.357962807975779e-113
Gm3219,22.64459,2.3104334,1.5773176407335065e-113,8.410343113265498e-113
Btbd9,22.639893,0.05979699,1.7547419585021795e-113,9.354267614935677e-113
Cryz,22.633846,1.3552705,2.0126498908288463e-113,1.0726715494419715e-112
Plekha4,22.633726,5.411217,2.0181381006287127e-113,1.0753539380769416e-112
Dcaf7,22.63324,-1.4537331,2.0404755939869743e-113,1.0870111413073143e-112
Pagr1a,22.632019,-4.850178,2.0977714154335017e-113,1.1172820429302084e-112
Tbl2,22.62742,1.1499954,2.328328616842725e-113,1.2395188248465632e-112
Dipk1b,22.62555,-3.6963205,2.4292265561814434e-113,1.292941876601214e-112
Mrps9,22.624823,-6.9994707,2.4695433230865077e-113,1.3141041413522505e-112
Tulp3,22.614246,-0.22482717,3.138476167207855e-113,1.6696834582346112e-112
ENSMUSG00000052005,22.610903,2.3343136,3.3853892493075227e-113,1.8006367813081062e-112
Capzb,22.608862,23.754974,3.545629698554592e-113,1.8850173105909973e-112
Usp4,22.605328,-5.208161,3.841164132586275e-113,2.0416772721831774e-112
Chm,22.601858,0.31982112,4.155074397383213e-113,2.2080317736915383e-112
Klhdc4,22.601404,2.1470575,4.198146688305207e-113,2.2304188691960706e-112
Slc41a3,22.600998,0.2633623,4.236915358506506e-113,2.250509954649925e-112
Cdca4,22.598927,2.088296,4.44033078336475e-113,2.358027280437472e-112
Nol8,22.597095,1.6249074,4.628238417922886e-113,2.4572627482525625e-112
Araf,22.588629,-8.533941,5.606158141029635e-113,2.975799133691259e-112
Bin1,22.582994,-4.7548943,6.368340657662695e-113,3.379613001003157e-112
Aup1,22.581709,-10.780896,6.556515659840689e-113,3.478693989242968e-112
Plrg1,22.57677,-1.9310119,7.331396652232101e-113,3.8889494795053772e-112
Ppp6r1,22.569155,5.7491717,8.709616636049389e-113,4.618990897173835e-112
Cwc25,22.56552,-0.66628623,9.455681672767566e-113,5.012402531248714e-112
Apip,22.561226,-9.081356,1.04195930891729e-112,5.520888478226853e-112
Zfp992,22.551327,1.2588011,1.3031934646209243e-112,6.903505904420465e-112
Mrpl57,22.548496,-3.4897838,1.3892386604621932e-112,7.357669596138445e-112
Ppp1r15b,22.53324,-1.3392515,1.9608155665530632e-112,1.0382520622629435e-111
Cast,22.531317,0.7312672,2.0477943330930937e-112,1.0840643196322718e-111
Pard3,22.522623,-1.3037741,2.491754932928535e-112,1.3187932617231667e-111
Fem1c,22.518778,2.1304424,2.7175810183065647e-112,1.4379924111429068e-111
Pkp4,22.51579,4.214882,2.9070674512640666e-112,1.5379135557963834e-111
Gm48111,22.514776,8.1265135,2.9743394321727085e-112,1.5731498371552072e-111
Grk6,22.51318,0.99161273,3.0834858371253176e-112,1.6305130727274932e-111
Ly96,22.500187,-1.6068332,4.1330815689523733e-112,2.1845495578479305e-111
Rsbn1,22.49938,-0.39782766,4.209064638916508e-112,2.22421288223371e-111
Gramd1a,22.498278,-0.55435276,4.3150315811405635e-112,2.279699417985266e-111
Dcps,22.497347,-4.927081,4.406529490251017e-112,2.3275186290075867e-111
Lpin2,22.491768,4.9130015,4.996902443282087e-112,2.638762186737451e-111
Dram2,22.49047,-10.494373,5.145106291295496e-112,2.716418321562157e-111
Cert1,22.488003,3.4532943,5.439318098039893e-112,2.8711091127106214e-111
Nae1,22.485361,-8.517184,5.773023025427529e-112,3.0465723164348452e-111
Creb3l3,22.479866,9.523622,6.533760434075876e-112,3.44726279234546e-111
Pxdc1,22.473186,-7.503664,7.594226305895183e-112,4.005878060999332e-111
Pcyt1a,22.465494,-3.205982,9.030125308933799e-112,4.762236881498666e-111
mt-Nd4l,22.464155,29.320934,9.306659732191413e-112,4.906977891386013e-111
Snapc3,22.462395,-0.81364316,9.682795217365346e-112,5.1041576842085884e-111
Hddc2,22.46167,-4.3674984,9.841739466085176e-112,5.1867855405711275e-111
Marchf8,22.458254,0.41940537,1.0628370854490692e-111,5.600105910192385e-111
Bcap31,22.457401,18.410007,1.0834260771577642e-111,5.70731654070998e-111
Ino80d,22.454361,0.059876684,1.1601150451005696e-111,6.109939237529666e-111
Pign,22.449095,4.17671,1.306040052014496e-111,6.876944286365228e-111
Dld,22.444813,-10.167436,1.438098561689343e-111,7.570609789539552e-111
Tstd3,22.43795,2.0720901,1.6780554316723868e-111,8.829883571292815e-111
Ttc5,22.4328,-4.167634,1.8840001009320874e-111,9.911351087776577e-111
Zfp251,22.432753,2.8827572,1.886014079432554e-111,9.919736933929272e-111
Gulp1,22.428377,-6.62051,2.0808911643984264e-111,1.0942281877616925e-110
Stk38,22.424438,-7.4514036,2.2735068080402836e-111,1.1952482597978975e-110
Gtf2f2,22.423758,0.28607285,2.308497869065497e-111,1.213374013466758e-110
Cdca3,22.423405,12.571545,2.326930198733081e-111,1.2227901718414706e-110
ENSMUSG00000117732,22.421328,1.3462557,2.438039905751338e-111,1.2806079745108372e-110
Fnbp1,22.42039,-0.62634975,2.4899670790972006e-111,1.3075925383582698e-110
Crot,22.41411,-3.5703678,2.8671773668553326e-111,1.5053477791173553e-110
Ddx23,22.41027,3.6251419,3.1252854874412186e-111,1.6404970777522006e-110
Shprh,22.402521,1.9847171,3.719210283190944e-111,1.951821064191364e-110
Xrcc5,22.400099,1.9266961,3.927094225827535e-111,2.060002058811286e-110
Zfp26,22.396757,4.4775915,4.232928562201562e-111,2.2199379566554862e-110
Afdn,22.395247,-6.3497624,4.378801255312436e-111,2.2959303984846848e-110
6030458C11Rik,22.393414,1.1956247,4.562737707199438e-111,2.3918425961331099e-110
Ap1s2,22.384638,-11.939054,5.5554548721631804e-111,2.911590848355147e-110
Fbxo38,22.373194,2.5535102,7.18073086750355e-111,3.762556429043952e-110
Ctbp2,22.367338,-5.552551,8.18791201667298e-111,4.289347299752328e-110
Lyst,22.360168,3.5645242,9.614799353082016e-111,5.03572451261974e-110
Zkscan1,22.346869,0.8894287,1.2951610047488743e-110,6.781866125731137e-110
Edc3,22.345581,3.3585255,1.3330129431314053e-110,6.978523654633627e-110
Ccdc47,22.342888,-6.1553087,1.4158912911112068e-110,7.410761840757327e-110
Prkar2a,22.341204,-3.3006568,1.4702782022202582e-110,7.693717637271758e-110
Arl5b,22.340282,2.7675557,1.5009285445540794e-110,7.852366146381376e-110
Numa1,22.336452,-4.4266047,1.6352779585647933e-110,8.55334381294486e-110
Ftsj3,22.334433,0.45478302,1.7108393694324074e-110,8.94658772312661e-110
Cnot10,22.334417,-0.59935194,1.711461433054904e-110,8.947859785345261e-110
Lyz2,22.333622,-107.06231,1.7421990908874135e-110,9.106546741724186e-110
Tstd2,22.333126,2.3790755,1.7616374222172652e-110,9.206114502255315e-110
Coq3,22.325241,1.8548974,2.1015477387336997e-110,1.0980017504231082e-109
Pmpca,22.315514,-2.136467,2.6123007189024117e-110,1.3645545174965473e-109
Adora2b,22.31474,5.6633,2.6579155449935055e-110,1.3880747974417775e-109
Pigf,22.314573,-0.43959835,2.6677136635480044e-110,1.3928838295019322e-109
Dcaf12,22.311111,-6.801705,2.882424803267164e-110,1.5046575973032857e-109
Zfp511,22.310255,-4.7325125,2.938185449349645e-110,1.5334263919374275e-109
Erap1,22.306757,0.7840521,3.177068500677515e-110,1.6577321637840423e-109
Keap1,22.304028,-6.3761387,3.376920137745837e-110,1.7616216999490817e-109
Dusp18,22.298483,5.1391,3.822399108728081e-110,1.9935722973562816e-109
Tet2,22.298265,4.2803063,3.841039539090741e-110,2.0028519857144016e-109
Ddx19a,22.294096,-1.2539976,4.216085581035491e-110,2.19744389915356e-109
Mcat,22.28798,0.57627267,4.833241917765879e-110,2.518552996680958e-109
Rnaseh2a,22.281307,-1.2792951,5.609656721195087e-110,2.9224901061170966e-109
Fastk,22.277687,-14.733953,6.081868278970193e-110,3.1678017776748604e-109
Myef2,22.277626,-1.5644236,6.090144066507731e-110,3.171412984898129e-109
Rimoc1,22.277536,-0.8975197,6.102251931658972e-110,3.1770176962247426e-109
Gna12,22.272354,-2.305815,6.850630500926468e-110,3.565860358360161e-109
Lrp5,22.271614,1.9367312,6.964753856184185e-110,3.6244646582270682e-109
Rbm14,22.271273,1.6960812,7.017876277494974e-110,3.6513051883416033e-109
Rab3ip,22.27004,-0.73564094,7.213669783400356e-110,3.752347367401449e-109
Nptn,22.26717,7.364785,7.690884753372832e-110,3.9997003249541983e-109
Aff1,22.264608,4.000357,8.143101941539164e-110,4.23394697250928e-109
Col18a1,22.260445,8.993638,8.935595805079181e-110,4.64497597957252e-109
Usp42,22.257677,3.099594,9.504719467601656e-110,4.939735501522964e-109
Hscb,22.25323,-2.3804796,1.0495682745076215e-109,5.4535530603045595e-109
Mast4,22.2524,-1.4790936,1.069174358563826e-109,5.554204425695213e-109
Mtfmt,22.251263,2.3818243,1.0966307464196233e-109,5.694331690740366e-109
Shf,22.250774,6.164581,1.1086362445790507e-109,5.755405875428957e-109
Tomm40,22.24067,-4.964925,1.388667784147261e-109,7.207585526113482e-109
Mettl16,22.238668,-2.0298781,1.4520071700159198e-109,7.534679561279886e-109
Ttc9,22.236797,8.589231,1.5138271999081445e-109,7.853747482765271e-109
Ppm1m,22.23161,-5.8251615,1.6992886756160887e-109,8.813987221503651e-109
Slbp,22.22924,-8.545283,1.7914168348012881e-109,9.289803963741213e-109
Haus4,22.228418,4.8695903,1.824533145187336e-109,9.459459486933728e-109
Limd1,22.225573,-12.964171,1.9439146740331896e-109,1.0076192344818515e-108
Map3k3,22.222456,4.6852937,2.0836301581424927e-109,1.0798031585231202e-108
Fam118b,22.222343,1.6147915,2.0888182177282058e-109,1.0822543347435391e-108
Srgap3,22.221231,7.3318505,2.1412239331656415e-109,1.1091633887128424e-108
Hebp2,22.215687,-1.8081703,2.422516411016134e-109,1.2545989946198663e-108
Ddx49,22.210138,-0.7925831,2.740954059775904e-109,1.419203766899751e-108
Cep192,22.208073,4.5756006,2.869880586058455e-109,1.4856333404182943e-108
Psme3,22.19461,-3.8314495,3.87187798827246e-109,2.0038919798637986e-108
Impa2,22.189768,2.4996505,4.31219729369459e-109,2.2312905207964933e-108
Bnip3,22.189503,-5.824185,4.337554609386857e-109,2.2439197859905155e-108
Rdh14,22.188435,-9.118196,4.441865972197717e-109,2.2973793765991304e-108
Elp5,22.185854,-7.8201966,4.704259109100921e-109,2.432559203504222e-108
Dynll1,22.185804,,4.709281062874691e-109,2.4346230682022998e-108
Asph,22.184568,-10.005288,4.840534754118481e-109,2.501931541072924e-108
Gm50387,22.183563,-2.0556967,4.949954472314682e-109,2.5579276873888664e-108
Ttc4,22.183111,-1.6564164,5.000008159796159e-109,2.5832281877197084e-108
Pdcd2,22.18254,-4.0445967,5.063680915639948e-109,2.6155523050148962e-108
Ndnf,22.182177,12.803053,5.104923359152601e-109,2.636278851476686e-108
Dip2c,22.181559,3.4567745,5.1754262019552e-109,2.672103657188716e-108
Mrpl39,22.173937,-5.5735083,6.130772556017107e-109,3.164662992694058e-108
Hps4,22.17334,3.7470117,6.212595389922797e-109,3.206198726357142e-108
Gm14735,22.173275,4.513149,6.221596465488892e-109,3.2101426411383382e-108
Zdhhc21,22.164204,3.124905,7.610446711672104e-109,3.925029733109318e-108
ENSMUSG00000090353,22.15817,4.5012846,8.701442617702921e-109,4.48672290051868e-108
Ewsr1,22.156347,1.0851456,9.060980720972761e-109,4.671091785466992e-108
Tbc1d19,22.146955,-0.5765403,1.116108484941531e-108,5.752476221427864e-108
Sirt5,22.14557,-11.490567,1.1509310324495805e-108,5.930659231564472e-108
Hipk1,22.127348,-1.7808915,1.7242380172683254e-108,8.88292828918105e-108
Tob1,22.127035,-2.3268483,1.736237909867293e-108,8.942798881154672e-108
Rab11a,22.125856,1.6108079,1.7821896394770078e-108,9.177480155676129e-108
Btrc,22.118532,-1.3247,2.0963770683174714e-108,1.079305203372428e-107
Necap1,22.117916,0.6791713,2.1252245780789994e-108,1.0939187134191336e-107
Cdpf1,22.114874,-4.8219953,2.273401962222722e-108,1.1699352450906954e-107
Ebag9,22.109013,-2.972515,2.5886536842818675e-108,1.3318795181098235e-107
Pla2g15,22.107681,4.02303,2.6661596468437417e-108,1.371458123216377e-107
Triqk,22.100983,-0.9609795,3.0926427506903124e-108,1.5904923669509224e-107
Exoc7,22.098963,-6.090951,3.234050083481165e-108,1.6628536574207357e-107
Zfp267,22.085424,-0.9845361,4.364356678003335e-108,2.2435357800025413e-107
Ankmy2,22.0826,-0.6621637,4.645794348715285e-108,2.3876916516754515e-107
Slc36a4,22.078165,2.976542,5.1247467818009935e-108,2.633274825601942e-107
Rab32,22.07641,4.6900387,5.3275566182913636e-108,2.7368902757864355e-107
Ngly1,22.074112,-6.1809254,5.605444981036686e-108,2.879021872082356e-107
Fes,22.0716,2.3982797,5.925734275990878e-108,3.042864550721315e-107
Sos1,22.069887,3.2110496,6.154478690192205e-108,3.159637929602914e-107
Gmpr2,22.068214,-3.4561412,6.38650513550855e-108,3.2780451500618747e-107
Rft1,22.065111,2.5579596,6.83996842574446e-108,3.510034633597869e-107
Rmnd1,22.062798,-0.20016764,7.198937829981086e-108,3.693442886229002e-107
Nfx1,22.05948,-4.0193133,7.746790398062932e-108,3.9727949629319264e-107
Rnf216,22.055305,-2.4351346,8.495482852257701e-108,4.3548567806679505e-107
Lrig3,22.053743,6.158056,8.79410837071116e-108,4.506956689619621e-107
Gja1,22.05189,4.1021495,9.161862019579577e-108,4.694410905954213e-107
Hexd,22.036264,4.0938106,1.2938080282444211e-107,6.624981451368193e-107
Mcu,22.018383,0.86499107,1.9199469276422335e-107,9.829013085790463e-107
Nutf2,22.001673,2.1367178,2.775569392854214e-107,1.4200070311589644e-106
Ncoa6,21.995415,1.7867495,3.1860620924328515e-107,1.6296659308219224e-106
Dhx38,21.988985,3.1506965,3.671131150280032e-107,1.8773714851865044e-106
Psmg2,21.973043,-6.8893485,5.215439174154653e-107,2.6665343881538327e-106
Man1b1,21.968073,-0.99209946,5.818590231200428e-107,2.9742679041589544e-106
Ccnb2,21.965437,13.143668,6.166111494588751e-107,3.1512271660251164e-106
Lyset,21.9586,-5.074897,7.16760083195375e-107,3.6622517683664187e-106
Shmt2,21.95306,-0.9007348,8.096397502625948e-107,4.1359213972648687e-106
Wipi2,21.950617,-5.9248767,8.543523003315333e-107,4.362441782561856e-106
Nxf1,21.946724,-0.5336332,9.307150626078665e-107,4.751333584149647e-106
Mpnd,21.943638,-10.289635,9.960844218102018e-107,5.083947737160496e-106
Sirt6,21.93063,4.7348046,1.325810872940156e-106,6.763926269917802e-106
Wbp11,21.927937,-8.714446,1.4066255477415293e-106,7.174671142993449e-106
Clk1,21.921522,-8.096239,1.6194875141752636e-106,8.258617135650669e-106
Trpm4,21.920088,4.6903467,1.671344460181006e-106,8.521223288136314e-106
Lrch2,21.909256,4.9195194,2.120183622606604e-106,1.0807263131115796e-105
Ahdc1,21.908401,-0.021346295,2.1603640119905273e-106,1.1009699746974811e-105
Ppp2r3c,21.907581,-3.3117864,2.19957433953282e-106,1.1207106443939765e-105
Smarcb1,21.89926,-6.599838,2.6403237343083203e-106,1.3449878569785817e-105
Add1,21.892792,-7.323919,3.0429910996528593e-106,1.5497734533182448e-105
Tsr1,21.889862,3.876105,3.244968958521325e-106,1.652283073275107e-105
Ifnar1,21.877863,-2.6308641,4.221679162310918e-106,2.1486809630025035e-105
Fndc3a,21.875673,-8.472007,4.429184737139375e-106,2.25380811451894e-105
Alyref2,21.872831,0.0014794733,4.713923615049011e-106,2.398181988177314e-105
Rbm10,21.871563,-1.1306175,4.84680724384714e-106,2.465254821423628e-105
Cmtm4,21.871109,4.627552,4.895236904129247e-106,2.4893517957467592e-105
Gtf3c3,21.867321,2.565841,5.318939233383882e-106,2.7042329666758648e-105
Fzd4,21.867256,-3.6472185,5.326561086976437e-106,2.7075252729819325e-105
Ino80,21.864307,2.2908041,5.682075911813908e-106,2.8876143526883894e-105
Suds3,21.862675,-9.220723,5.889038583591634e-106,2.9921484272535598e-105
Cfi,21.862158,9.950533,5.956162666144e-106,3.0256025448814498e-105
Dph1,21.85403,0.8575262,7.116600020934536e-106,3.6143024961189996e-105
Iigp1c,21.85024,11.56404,7.732524182703138e-106,3.925423462704295e-105
Pole3,21.849258,-5.6026506,7.900671902190309e-106,4.0099220241005e-105
Jak1,21.831997,1.9977785,1.1527213722016666e-105,5.8492871176746655e-105
Pom121,21.82822,4.2286596,1.2520206583017483e-105,6.351799821680755e-105
Scnm1,21.827972,-8.415156,1.2588081937867758e-105,6.384863290839044e-105
Mybbp1a,21.825085,-0.605562,1.3409181443611962e-105,6.799877090587336e-105
Lrrk2,21.820644,4.5479965,1.4776526022236316e-105,7.491657462357675e-105
Sdhaf1,21.813093,-7.0033736,1.7428900389831018e-105,8.834507641806834e-105
Heca,21.80198,2.033095,2.221997849158916e-105,1.1260633167771455e-104
Gtf2h2,21.799215,-0.023455536,2.3603243084130476e-105,1.195907775397353e-104
Scaf1,21.799175,-2.338326,2.362385847757427e-105,1.1966956060449964e-104
Tbc1d8b,21.798122,3.0297308,2.4173472201036525e-105,1.2242744143668175e-104
Clip1,21.79706,-6.6866,2.4740334012838634e-105,1.252714747518245e-104
Dhps,21.788914,-2.0806284,2.955733101172014e-105,1.496300291101246e-104
Mtus2,21.784945,4.6857986,3.223315880408814e-105,1.6314108508921492e-104
Rhot1,21.78472,-4.540738,3.2392933867118787e-105,1.6391462957909443e-104
Fam149a,21.783533,-1.2225884,3.324236534698906e-105,1.68176892666787e-104
Cenpw,21.7834,2.3039968,3.333989190879288e-105,1.6863417275751533e-104
Rras,21.783209,1.1766996,3.347882454492689e-105,1.6930064538122844e-104
Gak,21.775894,1.140688,3.927384867745448e-105,1.9856326618367982e-104
