names,scores,logfoldchanges,pvals,pvals_adj,gene
ENSG00000157017,0.3969592,0.7176439,0.6913975492937972,1.0,GHRL
ENSG00000105737,0.69126284,0.17322856,0.4894003975991263,1.0,GRIK5
ENSG00000066056,0.4024355,0.50333357,0.687363529849784,1.0,TIE1
ENSG00000010165,0.4058167,0.4120239,0.6848772799811089,1.0,METTL13
ENSG00000144668,0.40803748,0.021470444,0.6832461619821171,1.0,ITGA9
ENSG00000101574,0.4136139,0.09245711,0.6791569097942727,1.0,METTL4
ENSG00000196811,0.416401,2.2913833,0.6771165888450872,1.0,CHRNG
ENSG00000273079,0.42846724,0.9372473,0.6683109782034647,1.0,GRIN2B
ENSG00000049249,0.42852473,1.97595,0.6682691323816723,1.0,TNFRSF9
ENSG00000157193,0.43282574,0.85713005,0.6651413764295457,1.0,LRP8
ENSG00000140443,0.43940073,0.043844905,0.6603711952340642,1.0,IGF1R
ENSG00000056736,0.45616612,0.902491,0.6482705191970581,1.0,IL17RB
ENSG00000151617,0.465639,0.052666772,0.6414739339454871,1.0,EDNRA
ENSG00000120156,0.46632034,0.017525382,0.640986228341321,1.0,TEK
ENSG00000179603,0.4682558,0.6245598,0.6396016853392519,1.0,GRM8
ENSG00000114739,0.4709982,0.19400795,0.6376420172425604,1.0,ACVR2B
ENSG00000196411,0.40548882,0.08456981,0.6851182409609511,1.0,EPHB4
ENSG00000149403,0.36066255,0.5773906,0.7183517153973646,1.0,GRIK4
ENSG00000166199,0.6931621,0.16952015,0.4882078507393518,1.0,ALKBH3
ENSG00000213949,0.71375364,0.062389027,0.4753795233180529,1.0,ITGA1
ENSG00000174564,1.0627439,0.7399653,0.2878981126314753,1.0,IL20RB
ENSG00000233067,1.0830609,0.89531523,0.2787814346853451,1.0,PTCHD1-AS
ENSG00000122756,1.0892334,1.1276333,0.2760509807466982,1.0,CNTFR
ENSG00000177663,1.0928041,0.23276317,0.2744798349703751,1.0,IL17RA
ENSG00000127720,1.1275208,0.073348105,0.2595223380295277,1.0,METTL25
ENSG00000170801,1.1311767,0.56578994,0.2579807332781155,1.0,HTRA3
ENSG00000184984,1.1354841,0.74778146,0.2561725504176564,1.0,CHRM5
ENSG00000177674,1.1727687,0.4373811,0.2408885869979907,1.0,AGTRAP
ENSG00000104213,1.1761924,0.25395817,0.2395179870414114,1.0,PDGFRL
ENSG00000049130,1.1885014,0.18724468,0.234635930418759,1.0,KITLG
ENSG00000250410,1.2098297,0.2277726,0.226344251713946,1.0,LRP2BP-AS1
ENSG00000145242,1.2098382,1.572313,0.2263409829733712,1.0,EPHA5
ENSG00000174804,1.2114819,0.30641192,0.2257107464509726,1.0,FZD4
ENSG00000108556,1.2198178,0.31057623,0.2225339480815092,1.0,CHRNE
ENSG00000145863,1.23073,1.9578947,0.218423860128487,1.0,GABRA6
ENSG00000113360,1.2611905,0.15553074,0.2072402266864059,1.0,DROSHA
ENSG00000249740,1.2670798,0.09864701,0.2051267301240761,1.0,OSMR-DT
ENSG00000109771,1.2840816,0.42353535,0.199113399906838,1.0,LRP2BP
ENSG00000174125,1.2882953,0.86951375,0.1976431810738431,1.0,TLR1
ENSG00000081479,1.2968612,0.12301362,0.1946789721237211,1.0,LRP2
ENSG00000115353,1.3308327,0.8425651,0.1832440750241175,1.0,TACR1
ENSG00000175550,1.3530829,0.42770442,0.1760291439900854,1.0,DRAP1
ENSG00000134470,1.3568921,0.659151,0.1748155074541598,1.0,IL15RA
ENSG00000164342,1.3773367,1.048249,0.1684081614765349,1.0,TLR3
ENSG00000138448,1.3795298,0.10329977,0.1677314570406317,1.0,ITGAV
ENSG00000184574,1.4119513,0.48850352,0.1579643010934337,1.0,LPAR5
ENSG00000168702,1.4565902,0.10826833,0.1452295399619602,1.0,LRP1B
ENSG00000081985,1.0300137,1.1705457,0.3030035855608715,1.0,IL12RB2
ENSG00000138382,1.0249014,0.34626713,0.3054096931951372,1.0,METTL5
ENSG00000196277,1.0168871,0.9106696,0.3092071412301419,1.0,GRM7
ENSG00000119185,1.0145705,0.16255882,0.3103105984103408,1.0,ITGB1BP1
ENSG00000170175,0.71521854,1.0515693,0.4744740089964963,1.0,CHRNB1
ENSG00000092445,0.72297525,0.2831323,0.4696950840151677,1.0,TYRO3
ENSG00000113721,0.7389486,0.5368847,0.4599382152445227,1.0,PDGFRB
ENSG00000233355,0.74149936,0.36245048,0.4583907053876119,1.0,CHRM3-AS2
ENSG00000131724,0.7729989,0.08535308,0.4395230251997967,1.0,IL13RA1
ENSG00000178803,0.7806811,1.3987637,0.4349900798133334,1.0,ADORA2A-AS1
ENSG00000120256,0.7833171,0.05670634,0.4334409470377889,1.0,LRP11
ENSG00000115598,0.81230414,0.77929074,0.4166171466650679,1.0,IL1RL2
ENSG00000120251,0.8127385,2.3019493,0.4163680143719332,1.0,GRIA2
ENSG00000091409,0.81284493,0.12044097,0.4163069659521002,1.0,ITGA6
ENSG00000135333,0.8171502,0.3969228,0.4138425968448384,1.0,EPHA7
ENSG00000155760,0.82788354,0.16872083,0.4077364532484986,1.0,FZD7
ENSG00000005961,0.84166807,0.9200476,0.3999737864757191,1.0,ITGA2B
ENSG00000167858,0.69891304,1.5199158,0.4846063641111541,1.0,TEKT1
ENSG00000042445,0.84461486,0.30845937,0.3983259001004358,1.0,RETSAT
ENSG00000027697,0.8785417,0.14194344,0.3796498165556817,1.0,IFNGR1
ENSG00000244286,0.8824488,1.3128872,0.3775341542999116,1.0,ITGB5-AS1
ENSG00000152578,0.88728213,1.4597921,0.3749270355707956,1.0,GRIA4
ENSG00000164270,0.8998636,0.7909153,0.3681928387389498,1.0,HTR4
ENSG00000140538,0.8998934,0.3963582,0.3681769735687319,1.0,NTRK3
ENSG00000103260,0.90552944,0.19671267,0.3651849731138378,1.0,METRN
ENSG00000161638,0.9347188,0.31364605,0.3499332510719994,1.0,ITGA5
ENSG00000102287,0.95767164,0.15708971,0.338228356750816,1.0,GABRE
ENSG00000115170,0.96075475,0.09982141,0.3366754977066282,1.0,ACVR1
ENSG00000156171,0.96494716,0.2140226,0.3345712789494356,1.0,DRAM2
ENSG00000248712,0.9755634,0.45014462,0.3292808699931809,1.0,DRC12
ENSG00000117505,0.997045,0.24199851,0.3187426704449235,1.0,DR1
ENSG00000249407,0.9987122,1.9352471,0.3179341456399649,1.0,IL20RB-AS1
ENSG00000115317,0.8534575,0.77342665,0.393405655077598,1.0,HTRA2
ENSG00000108591,0.07388783,-0.022554677,0.9410996375204436,1.0,DRG2
ENSG00000171873,0.35876757,2.7597864,0.7197689791582156,1.0,ADRA1D
ENSG00000153208,0.35289094,0.1197146,0.7241701987698761,1.0,MERTK
ENSG00000096996,0.10228723,0.4291094,0.9185286905493776,1.0,IL12RB1
ENSG00000160993,0.10278972,0.0768898,0.9181298609651702,1.0,ALKBH4
ENSG00000082781,0.106004834,-0.011169506,0.91557851940587,1.0,ITGB5
ENSG00000112486,0.106924646,0.90478367,0.914848757973012,1.0,CCR6
ENSG00000148053,0.107921116,-0.033932514,0.91405826409636,1.0,NTRK2
ENSG00000186827,0.11114048,0.89202845,0.9115049456969322,1.0,TNFRSF4
ENSG00000100368,0.11114048,0.93177605,0.9115049456969322,1.0,CSF2RB
ENSG00000166736,0.11329099,3.5583713,0.9097998632791594,1.0,HTR3A
ENSG00000227959,0.11329099,3.7950895,0.9097998632791594,1.0,EPHA2-AS1
ENSG00000244165,0.114072405,0.14066352,0.9091803962038856,1.0,P2RY11
ENSG00000011600,0.11742165,0.09630769,0.9065259263164628,1.0,TYROBP
ENSG00000160013,0.11822224,0.38807213,0.905891572032892,1.0,PTGIR
ENSG00000028137,0.11995328,-0.04232303,0.9045201553869144,1.0,TNFRSF1B
ENSG00000090554,0.12051539,0.22888288,0.9040748855668964,1.0,FLT3LG
ENSG00000148680,0.12330679,0.7030908,0.901864165639857,1.0,HTR7
ENSG00000184451,0.12886402,0.21080431,0.8974652428803153,1.0,CCR10
ENSG00000204301,0.13032892,0.32826018,0.8963061990957327,1.0,NOTCH4
ENSG00000227039,0.13435526,1.0545479,0.8931216605172744,1.0,ITGB2-AS1
ENSG00000116032,0.1379813,0.6300678,0.8902551958208782,1.0,GRIN3B
ENSG00000175591,0.13994443,0.88915634,0.8887038948089254,1.0,P2RY2
ENSG00000157240,0.14203319,0.048791353,0.8870537920342385,1.0,FZD1
ENSG00000027644,0.14219713,2.9637337,0.8869242938895041,1.0,INSRR
ENSG00000198223,0.1455038,-0.037485294,0.8843131167969049,1.0,CSF2RA
ENSG00000165731,0.1510078,1.3496914,0.8799695585902376,1.0,RET
ENSG00000004948,0.15421014,0.5590698,0.8774440497770035,1.0,CALCR
ENSG00000180914,0.15458488,0.82666963,0.8771485925177435,1.0,OXTR
ENSG00000005844,0.15501498,0.19444305,0.876809509260264,1.0,ITGAL
ENSG00000158748,0.09999194,2.5849464,0.9203507221464964,1.0,HTR6
ENSG00000165171,0.09917858,0.007190181,0.920996477977926,1.0,METTL27
ENSG00000104689,0.09838652,0.13911402,0.9216253792760084,1.0,TNFRSF10A
ENSG00000120903,0.09668102,2.378597,0.9229797116545468,1.0,CHRNA2
ENSG00000160994,0.07441588,3.4173667,0.9406794760968584,1.0,TEKTL1
ENSG00000196664,0.07663664,0.7895598,0.938912608327306,1.0,TLR7
ENSG00000163702,0.07731373,-0.0768373,0.9383739678838188,1.0,IL17RC
ENSG00000180739,0.077724665,2.9597602,0.9380470709081234,1.0,S1PR5
ENSG00000117971,0.07805683,0.20874299,0.9377828509286048,1.0,CHRNB4
ENSG00000246582,0.080028474,1.5337424,0.9362146102283287,1.0,TNFRSF10A-DT
ENSG00000150594,0.08003699,1.6443882,0.9362078365027982,1.0,ADRA2A
ENSG00000100385,0.08033508,0.5978491,0.935970759021666,1.0,IL2RB
ENSG00000196711,0.08330958,1.197597,0.9336053788443724,1.0,ALKAL1
ENSG00000094755,0.083373465,1.6264523,0.9335545896323536,1.0,GABRP
ENSG00000146276,0.08360129,0.5483175,0.933373443647026,1.0,GABRR1
ENSG00000168329,0.0845424,0.64583457,0.9326251950276692,1.0,CX3CR1
ENSG00000244926,0.08472125,0.9014974,0.9324830006443496,1.0,ALKBH3-AS1
ENSG00000237159,0.15548341,3.910213,0.8764402363831085,1.0,CNTFR-AS1
ENSG00000249906,0.08570921,1.1751182,0.931697584900342,1.0,NGFR-AS1
ENSG00000160716,0.08666735,1.5340729,0.9309359305618472,1.0,CHRNB2
ENSG00000140678,0.086850464,0.5050387,0.9307903771320146,1.0,ITGAX
ENSG00000183317,0.087861836,0.66420454,0.9299864901361476,1.0,EPHA10
ENSG00000006327,0.08802792,0.013670197,0.9298544902356828,1.0,TNFRSF12A
ENSG00000236202,0.09222033,0.89728135,0.9265229877865608,1.0,GRM7-AS1
ENSG00000147145,0.092258655,1.0205654,0.9264925380546613,1.0,LPAR4
ENSG00000136928,0.09235447,0.04138848,0.9264164141960506,1.0,GABBR2
ENSG00000091181,0.093180604,0.14399326,0.9257600853866736,1.0,IL5RA
ENSG00000229153,0.0934212,0.15854101,0.9255689475586149,1.0,EPHA1-AS1
ENSG00000169684,0.09362135,0.29462662,0.925409951222337,1.0,CHRNA5
ENSG00000125675,0.09374271,0.0045193345,0.9253135400009452,1.0,GRIA3
ENSG00000105855,0.09400248,0.018416509,0.925107189846752,1.0,ITGB8
ENSG00000163060,0.09662566,1.8835506,0.9230236762691632,1.0,TEKT4
ENSG00000157404,0.08581354,0.42471233,0.931614646158532,1.0,KIT
ENSG00000067365,0.3532444,0.1573661,0.72390522816699,1.0,METTL22
ENSG00000281731,0.15917546,0.6850723,0.8735306424099759,1.0,METTL14-DT
ENSG00000087995,0.16499032,0.13447833,0.868951597082634,1.0,METTL2A
ENSG00000164024,0.25395936,0.058657512,0.7995269629720685,1.0,METAP1
ENSG00000169710,0.25920573,0.16064326,0.7954765162818349,1.0,FASN
ENSG00000233073,0.2631767,0.62719333,0.7924143900850611,1.0,GRM3-AS1
ENSG00000183397,0.26334703,0.64363825,0.7922831100489527,1.0,TEKTIP1
ENSG00000118246,0.2738504,0.06005931,0.7841995699177241,1.0,FASTKD2
ENSG00000160255,0.27712727,0.6002709,0.7816823756866854,1.0,ITGB2
ENSG00000147246,0.27926287,0.7445378,0.780043093301067,1.0,HTR2C
ENSG00000198785,0.28211176,1.1616452,0.7778578165974179,1.0,GRIN3A
ENSG00000171517,0.28290808,0.2482299,0.7772472976440816,1.0,LPAR3
ENSG00000162594,0.28984293,1.8215957,0.771936411431879,1.0,IL23R
ENSG00000170820,0.29015803,-0.0052398797,0.7716953331687795,1.0,FSHR
ENSG00000189269,0.29297498,0.32539836,0.7695412707426483,1.0,DRICH1
ENSG00000151577,0.29878774,1.612057,0.7651020141468481,1.0,DRD3
ENSG00000169252,0.29902193,0.59238124,0.7649233035345072,1.0,ADRB2
ENSG00000135124,0.30013978,0.3750357,0.7640705390874538,1.0,P2RX4
ENSG00000182578,0.30962327,0.5510608,0.7568474530510227,1.0,CSF1R
ENSG00000064547,0.31401372,0.41817397,0.753510628011399,1.0,LPAR2
ENSG00000247675,0.32072496,1.3934301,0.7484188182064888,1.0,LRP4-AS1
ENSG00000136869,0.3271786,0.32198477,0.7435327977670807,1.0,TLR4
ENSG00000170989,0.3271999,0.46712306,0.7435166945643166,1.0,S1PR1
ENSG00000016402,0.32762575,0.60254085,0.7431946540769641,1.0,IL20RA
ENSG00000165055,0.33138594,0.044613026,0.7403529922757743,1.0,METTL2B
ENSG00000134247,0.3353356,-0.036843013,0.7373719323709003,1.0,PTGFRN
ENSG00000169896,0.3354868,0.6313682,0.7372579106421526,1.0,ITGAM
ENSG00000109158,0.336413,2.9305747,0.7365594531445838,1.0,GABRA4
ENSG00000143303,0.33976012,0.117584914,0.7340371901408461,1.0,METTL25B
ENSG00000185483,0.34609026,0.10501024,0.7292748902372946,1.0,ROR1
ENSG00000105464,0.25149798,0.7131197,0.8014291211753216,1.0,GRIN2D
ENSG00000125409,0.2513319,1.0696617,0.8015575100294984,1.0,TEKT3
ENSG00000223799,0.24905366,1.2146566,0.803319281334383,1.0,IL10RB-DT
ENSG00000147432,0.24453972,1.0092925,0.8068128385694104,1.0,CHRNB3
ENSG00000064300,0.16978957,0.5395524,0.8651756347244498,1.0,NGFR
ENSG00000156886,0.1701281,1.7799995,0.8649093887258683,1.0,ITGAD
ENSG00000115604,0.1738819,0.26141208,0.861958274018058,1.0,IL18R1
ENSG00000141655,0.17464842,0.6151764,0.8613558995283788,1.0,TNFRSF11A
ENSG00000198400,0.1823157,1.4256989,0.8553349752420585,1.0,NTRK1
ENSG00000111886,0.18233487,0.2511736,0.855319937505447,1.0,GABRR2
ENSG00000119535,0.18425754,0.5186032,0.8538114192674949,1.0,CSF3R
ENSG00000186038,0.1888609,1.2604028,0.8502018437169205,1.0,HTR3E
ENSG00000224057,0.1900277,2.130116,0.8492874235612557,1.0,EGFR-AS1
ENSG00000170425,0.1925785,0.89460427,0.8472890886401465,1.0,ADORA2B
ENSG00000213694,0.19300008,0.30241102,0.8469589070875346,1.0,S1PR3
ENSG00000187266,0.19731173,0.36909848,0.8435836026101935,1.0,EPOR
ENSG00000174944,0.20150414,0.51375026,0.8403043916656322,1.0,P2RY14
ENSG00000011677,0.16341472,0.271232,0.8701919216170015,1.0,GABRA3
ENSG00000162490,0.20218974,1.4851683,0.8397683885757058,1.0,DRAXIN
ENSG00000169860,0.20486191,0.31143928,0.8376800195309113,1.0,P2RY1
ENSG00000174680,0.20815153,1.6181815,0.8351106502325041,1.0,GRIK1-AS1
ENSG00000127804,0.21058309,-0.017956667,0.8332126078435714,1.0,METTL16
ENSG00000177283,0.21143265,0.17205326,0.8325496849253142,1.0,FZD8
ENSG00000173530,0.21702395,0.058817312,0.8281896801844937,1.0,TNFRSF10D
ENSG00000225675,0.21755412,1.1311405,0.8277765325010698,1.0,LRP8-DT
ENSG00000160683,0.22379057,1.4908781,0.8229202614184916,1.0,CXCR5
ENSG00000198963,0.2239013,0.3626544,0.8228341062711642,1.0,RORB
ENSG00000112038,0.22822146,0.64509535,0.8194740761366911,1.0,OPRM1
ENSG00000164418,0.23165162,-0.048493393,0.8168086106030241,1.0,GRIK2
ENSG00000171806,0.2343323,0.71319175,0.8147270157853889,1.0,METTL18
ENSG00000115590,0.2388228,2.3837295,0.811242991136083,1.0,IL1R2
ENSG00000187554,0.23898675,0.13290964,0.8111158589768843,1.0,TLR5
ENSG00000153060,0.20271353,1.0462189,0.8393589455815136,1.0,TEKT5
ENSG00000139780,0.10996303,3.285669,0.9124386936948764,1.0,METTL21C
