receptor,ligand,n_db,m_r_lfc,m_r_padj,m_l_lfc,m_l_padj,m_strict,m_relaxed,h_r_lfc,h_r_padj,h_l_lfc,h_l_padj,h_strict,h_relaxed,conservation
TFR2,TF,5,1.711,9.124536036040013e-22,,,no_data,no_data,0.7827,1.0,0.6654,1.0,no,no,neither
TFRC,TF,5,0.2318,0.0007962204290842,,,no_data,no_data,-0.2545,0.1773094813944074,0.6654,1.0,no,no,neither
LRP1,TFPI,4,-169.3567,0.0,24.9491,0.0,no,no,0.9567,1.6789085456172686e-28,-0.0306,1.0,trend,yes,human_only
VLDLR,TFPI,4,-11.1798,0.4792411199602981,24.9491,0.0,no,no,0.5244,0.3911935144219511,-0.0306,1.0,trend,yes,human_only
ASGR1,TG,4,-0.1053,0.9999344575108172,1.6885,0.4397711614291497,no,no,-0.6297,1.0,0.5684,1.0,no,no,neither
LRP2,TG,4,-3.068,1.722378908969545e-05,1.6885,0.4397711614291497,no,no,0.123,1.0,0.5684,1.0,no,no,neither
EGFR,TGFA,5,9.1206,4.0958356894436235e-295,-2.6542,0.000226413419789,yes,yes,-0.0943,1.0,0.2685,1.0,no,no,mouse_only
ERBB2,TGFA,4,1.3468,5.271955588076474e-42,-2.6542,0.000226413419789,yes,yes,0.3404,0.3745758113382256,0.2685,1.0,no,no,mouse_only
ERBB4,TGFA,4,-1.8561,0.9999344575108172,-2.6542,0.000226413419789,no,no,-0.0342,0.1445471920686773,0.2685,1.0,no,no,neither
ACVRL1,TGFB1,4,-22.9321,4.75791833561646e-38,-6.7311,1.906931661343303e-127,no,no,0.8245,1.0,0.6194,0.0174688744840726,no,no,neither
ENG,TGFB1,4,-72.9588,6.016285782973368e-36,-6.7311,1.906931661343303e-127,no,no,0.5993,4.228401543020083e-05,0.6194,0.0174688744840726,no,no,neither
ITGAV,TGFB1,4,50.4759,0.0,-6.7311,1.906931661343303e-127,yes,yes,0.1033,1.0,0.6194,0.0174688744840726,no,no,mouse_only
ITGB6,TGFB1,4,-1.1548,0.9999344575108172,-6.7311,1.906931661343303e-127,no,no,-0.4907,1.0,0.6194,0.0174688744840726,no,no,neither
ITGB8,TGFB1,4,12.0047,1.4650893849954412e-215,-6.7311,1.906931661343303e-127,yes,yes,0.0184,1.0,0.6194,0.0174688744840726,no,no,mouse_only
SDC2,TGFB1,4,-199.4438,0.0,-6.7311,1.906931661343303e-127,no,no,-0.0586,1.0,0.6194,0.0174688744840726,no,no,neither
TGFBR1,TGFB1,4,8.3282,2.083355141854166e-256,-6.7311,1.906931661343303e-127,yes,yes,-0.9176,8.042341299187404e-05,0.6194,0.0174688744840726,no,no,mouse_only
TGFBR2,TGFB1,4,-15.3114,3.1613377002131168e-34,-6.7311,1.906931661343303e-127,no,no,0.3905,2.8028821099464364e-08,0.6194,0.0174688744840726,no,no,neither
TGFBR3,TGFB1,5,-59.7721,0.0,-6.7311,1.906931661343303e-127,no,no,0.1545,0.8651306215118396,0.6194,0.0174688744840726,no,no,neither
ACVR1,TGFB2,3,21.9604,0.0,22.9367,0.0,no,no,0.0998,1.0,-0.2819,1.0,trend,yes,human_only
ENG,TGFB2,4,-72.9588,6.016285782973368e-36,22.9367,0.0,no,no,0.5993,4.228401543020083e-05,-0.2819,1.0,trend,yes,human_only
TGFBR1,TGFB2,4,8.3282,2.083355141854166e-256,22.9367,0.0,no,no,-0.9176,8.042341299187404e-05,-0.2819,1.0,no,no,neither
TGFBR2,TGFB2,4,-15.3114,3.1613377002131168e-34,22.9367,0.0,no,no,0.3905,2.8028821099464364e-08,-0.2819,1.0,trend,yes,human_only
TGFBR3,TGFB2,5,-59.7721,0.0,22.9367,0.0,no,no,0.1545,0.8651306215118396,-0.2819,1.0,trend,yes,human_only
ACVRL1,TGFB3,4,-22.9321,4.75791833561646e-38,147.2654,0.0,no,no,0.8245,1.0,0.3242,1.0,no,no,neither
ENG,TGFB3,4,-72.9588,6.016285782973368e-36,147.2654,0.0,no,no,0.5993,4.228401543020083e-05,0.3242,1.0,no,no,neither
TGFBR1,TGFB3,4,8.3282,2.083355141854166e-256,147.2654,0.0,no,no,-0.9176,8.042341299187404e-05,0.3242,1.0,no,no,neither
TGFBR2,TGFB3,4,-15.3114,3.1613377002131168e-34,147.2654,0.0,no,no,0.3905,2.8028821099464364e-08,0.3242,1.0,no,no,neither
TGFBR3,TGFB3,5,-59.7721,0.0,147.2654,0.0,no,no,0.1545,0.8651306215118396,0.3242,1.0,no,no,neither
ADGRG1,TGM2,5,-5.3815,0.0005066145459333,-65.4716,0.0,no,no,0.6863,1.0,0.3294,0.235070433682717,no,no,neither
ITGB1,TGM2,4,334.4704,0.0,-65.4716,0.0,yes,yes,0.4347,3.774832503484081e-07,0.3294,0.235070433682717,no,no,mouse_only
ITGB3,TGM2,4,4.5739,4.016441041116983e-40,-65.4716,0.0,yes,yes,0.295,1.0,0.3294,0.235070433682717,no,no,mouse_only
SDC4,TGM2,4,-41.4204,4.156289274478787e-26,-65.4716,0.0,no,no,0.6729,0.0003309302353757,0.3294,0.235070433682717,no,no,neither
CD36,THBS1,5,-99.2021,3.4002826493152596e-36,331.3105,0.0,no,no,0.4882,0.0002712486331559,-0.4694,1.0,trend,yes,human_only
CD47,THBS1,4,-174.0568,0.0,331.3105,0.0,no,no,0.4753,5.367572886678149e-06,-0.4694,1.0,trend,yes,human_only
ITGA2B,THBS1,4,2.7611,1.2061150095481729e-49,331.3105,0.0,no,no,0.92,1.0,-0.4694,1.0,trend,yes,human_only
ITGA3,THBS1,4,-1.8104,0.0213997984079524,331.3105,0.0,no,no,0.3865,0.0023087863871003,-0.4694,1.0,trend,yes,human_only
ITGA4,THBS1,4,-0.6264,0.771398107833967,331.3105,0.0,no,no,-0.2517,1.0,-0.4694,1.0,no,no,neither
ITGA6,THBS1,4,-34.2838,7.221185787132491e-38,331.3105,0.0,no,no,0.1204,1.0,-0.4694,1.0,trend,yes,human_only
ITGB1,THBS1,4,334.4704,0.0,331.3105,0.0,no,no,0.4347,3.774832503484081e-07,-0.4694,1.0,trend,yes,human_only
ITGB3,THBS1,4,4.5739,4.016441041116983e-40,331.3105,0.0,no,no,0.295,1.0,-0.4694,1.0,trend,yes,human_only
LRP1,THBS1,4,-169.3567,0.0,331.3105,0.0,no,no,0.9567,1.6789085456172686e-28,-0.4694,1.0,trend,yes,human_only
LRP5,THBS1,3,1.9367,3.6244646582270682e-109,331.3105,0.0,no,no,0.4678,0.3783663103950592,-0.4694,1.0,trend,yes,human_only
SDC1,THBS1,4,53.4222,0.0,331.3105,0.0,no,no,3.2825,1.0,-0.4694,1.0,trend,yes,human_only
SDC4,THBS1,3,-41.4204,4.156289274478787e-26,331.3105,0.0,no,no,0.6729,0.0003309302353757,-0.4694,1.0,trend,yes,human_only
TNFRSF11B,THBS1,4,6.0929,2.0295204175847104e-159,331.3105,0.0,no,no,0.5631,0.0173869767794457,-0.4694,1.0,trend,yes,human_only
CD47,THBS2,4,-174.0568,0.0,345.8379,0.0,no,no,0.4753,5.367572886678149e-06,-0.4142,1.0,trend,yes,human_only
ITGA4,THBS2,4,-0.6264,0.771398107833967,345.8379,0.0,no,no,-0.2517,1.0,-0.4142,1.0,no,no,neither
ITGA6,THBS2,4,-34.2838,7.221185787132491e-38,345.8379,0.0,no,no,0.1204,1.0,-0.4142,1.0,trend,yes,human_only
ITGB1,THBS2,4,334.4704,0.0,345.8379,0.0,no,no,0.4347,3.774832503484081e-07,-0.4142,1.0,trend,yes,human_only
NOTCH3,THBS2,4,5.4688,1.5999027198372099e-232,345.8379,0.0,no,no,0.9111,1.0,-0.4142,1.0,trend,yes,human_only
MPL,THPO,5,-1.6421,0.9999344575108172,-1.8002,0.6207180246583228,no,no,0.5257,1.0,0.2667,1.0,no,no,neither
CD63,TIMP1,4,,,,,no_data,no_data,0.467,3.90298723162631e-10,0.1045,0.6072939695851646,no,no,neither
ITGA3,TIMP2,4,-1.8104,0.0213997984079524,,,no_data,no_data,0.3865,0.0023087863871003,0.9259,9.848634473529264e-30,no,no,neither
ITGB1,TIMP2,4,334.4704,0.0,,,no_data,no_data,0.4347,3.774832503484081e-07,0.9259,9.848634473529264e-30,no,no,neither
AGTR2,TIMP3,4,0.0691,0.9999344575108172,-165.3532,2.6126063333917395e-77,trend,yes,3.1456,1.0,0.2319,0.0013018086121972,no,no,mouse_only
KDR,TIMP3,4,-27.742,1.1151656034473205e-17,-165.3532,2.6126063333917395e-77,no,no,0.6615,1.5915817146357162e-19,0.2319,0.0013018086121972,no,no,neither
CNTN1,TNC,4,-6.6121,1.697398706940728e-07,320.9787,0.0,no,no,0.2764,1.0,-1.2009,1.0,trend,yes,human_only
EGFR,TNC,4,9.1206,4.0958356894436235e-295,320.9787,0.0,no,no,-0.0943,1.0,-1.2009,1.0,no,no,neither
ITGA5,TNC,3,17.4686,8.270553119411679e-238,320.9787,0.0,no,no,0.3136,1.0,-1.2009,1.0,trend,yes,human_only
ITGA7,TNC,4,-11.0036,0.885064776446486,320.9787,0.0,no,no,0.4252,0.7920280064354197,-1.2009,1.0,trend,yes,human_only
ITGAV,TNC,3,50.4759,0.0,320.9787,0.0,no,no,0.1033,1.0,-1.2009,1.0,trend,yes,human_only
ITGB1,TNC,4,334.4704,0.0,320.9787,0.0,no,no,0.4347,3.774832503484081e-07,-1.2009,1.0,trend,yes,human_only
PTPRB,TNC,4,0.5562,1.7459651701009204e-172,320.9787,0.0,no,no,-0.2914,1.0,-1.2009,1.0,no,no,neither
TNFRSF1A,TNF,5,-8.1857,1.0495035334124096e-50,-1.7249,0.9999344575108172,no,no,0.5285,3.15077947799366e-06,0.8772,1.0,no,no,neither
TNFRSF1B,TNF,5,-3.0897,2.274963627706086e-12,-1.7249,0.9999344575108172,no,no,-0.0423,1.0,0.8772,1.0,no,no,neither
TNFRSF21,TNF,4,-18.116,1.086354848981484e-14,-1.7249,0.9999344575108172,no,no,0.3323,0.2076075704029859,0.8772,1.0,no,no,neither
TRAF2,TNF,3,-0.8065,2.376998035345457e-80,-1.7249,0.9999344575108172,no,no,0.6402,1.0,0.8772,1.0,no,no,neither
TNFRSF10A,TNFSF10,5,,,-2.099,0.9999344575108172,no_data,no_data,0.1391,1.0,-0.2149,1.0,trend,yes,human_only
TNFRSF10B,TNFSF10,5,4.8754,3.235936622173793e-65,-2.099,0.9999344575108172,trend,yes,-0.2287,1.0,-0.2149,1.0,no,no,mouse_only
TNFRSF10C,TNFSF10,5,,,-2.099,0.9999344575108172,no_data,no_data,0.0728,1.0,-0.2149,1.0,trend,yes,human_only
TNFRSF10D,TNFSF10,5,,,-2.099,0.9999344575108172,no_data,no_data,0.0588,1.0,-0.2149,1.0,trend,yes,human_only
TNFRSF11B,TNFSF10,5,6.0929,2.0295204175847104e-159,-2.099,0.9999344575108172,trend,yes,0.5631,0.0173869767794457,-0.2149,1.0,trend,yes,CONSERVED_relaxed
TNFRSF11A,TNFSF11,5,-1.9803,0.517947804990892,2.1995,9.345265965181348e-07,no,no,0.6152,1.0,-0.0886,1.0,trend,yes,human_only
TNFRSF11B,TNFSF11,5,6.0929,2.0295204175847104e-159,2.1995,9.345265965181348e-07,no,no,0.5631,0.0173869767794457,-0.0886,1.0,trend,yes,human_only
TNFRSF12A,TNFSF12,5,60.9176,0.0,-77.9638,6.687247149718048e-245,yes,yes,0.0137,1.0,-0.1646,1.0,trend,yes,CONSERVED_relaxed
TNFRSF25,TNFSF12,4,2.7027,1.3271064345730866e-06,-77.9638,6.687247149718048e-245,yes,yes,-0.4941,1.0,-0.1646,1.0,no,no,mouse_only
FAS,TNFSF13,4,26.5453,0.0,-3.2733,1.870515367649137e-07,yes,yes,-1.1167,1.6581515815386796e-11,0.2033,1.0,no,no,mouse_only
SDC2,TNFSF13,4,-199.4438,0.0,-3.2733,1.870515367649137e-07,no,no,-0.0586,1.0,0.2033,1.0,no,no,neither
TNFRSF11B,TNFSF13,4,6.0929,2.0295204175847104e-159,-3.2733,1.870515367649137e-07,yes,yes,0.5631,0.0173869767794457,0.2033,1.0,no,no,mouse_only
TNFRSF13B,TNFSF13,5,-1.9577,0.9999344575108172,-3.2733,1.870515367649137e-07,no,no,-0.9426,1.0,0.2033,1.0,no,no,neither
TNFRSF14,TNFSF13,4,0.0648,0.1842530134749344,-3.2733,1.870515367649137e-07,trend,yes,-0.4215,1.0,0.2033,1.0,no,no,mouse_only
TNFRSF17,TNFSF13,5,-2.2578,0.9999344575108172,-3.2733,1.870515367649137e-07,no,no,0.5656,1.0,0.2033,1.0,no,no,neither
TNFRSF1A,TNFSF13,4,-8.1857,1.0495035334124096e-50,-3.2733,1.870515367649137e-07,no,no,0.5285,3.15077947799366e-06,0.2033,1.0,no,no,neither
TNFRSF13B,TNFSF13B,5,-1.9577,0.9999344575108172,-5.9892,0.0088302323681104,no,no,-0.9426,1.0,0.7886,0.0069977974200513,no,no,neither
TNFRSF13C,TNFSF13B,5,-1.3119,0.9999344575108172,-5.9892,0.0088302323681104,no,no,1.5257,1.0,0.7886,0.0069977974200513,no,no,neither
TNFRSF17,TNFSF13B,5,-2.2578,0.9999344575108172,-5.9892,0.0088302323681104,no,no,0.5656,1.0,0.7886,0.0069977974200513,no,no,neither
LTBR,TNFSF14,5,-1.0476,3.821967089818562e-192,-0.6705,0.9999344575108172,no,no,0.3147,1.0,-0.1477,1.0,trend,yes,human_only
TNFRSF14,TNFSF14,5,0.0648,0.1842530134749344,-0.6705,0.9999344575108172,trend,yes,-0.4215,1.0,-0.1477,1.0,no,no,mouse_only
TNFRSF6B,TNFSF14,5,,,-0.6705,0.9999344575108172,no_data,no_data,-0.9474,1.0,-0.1477,1.0,no,no,neither
TNFRSF25,TNFSF15,5,2.7027,1.3271064345730866e-06,3.7148,0.0082961030431975,no,no,-0.4941,1.0,0.5955,1.0,no,no,neither
TNFRSF6B,TNFSF15,5,,,3.7148,0.0082961030431975,no_data,no_data,-0.9474,1.0,0.5955,1.0,no,no,neither
TNFRSF18,TNFSF18,5,0.3262,0.9799640654847304,0.8764,0.8245270315016002,no,no,-18.7653,1.0,1.9535,1.0,no,no,neither
TNFRSF4,TNFSF4,5,-0.8098,0.8986583979601976,1.7964,0.5410791250539451,no,no,0.892,1.0,-0.9964,1.0,trend,yes,human_only
TRAF2,TNFSF4,3,-0.8065,2.376998035345457e-80,1.7964,0.5410791250539451,no,no,0.6402,1.0,-0.9964,1.0,trend,yes,human_only
TNFRSF8,TNFSF8,5,-0.5186,0.9999344575108172,5.0124,0.0002492143866758,no,no,0.3584,8.881859479266681e-05,-0.2356,1.0,trend,yes,human_only
TNFRSF9,TNFSF9,5,0.6233,0.5947766671064801,-6.4853,0.3648907334230782,trend,yes,1.976,1.0,0.5623,1.0,no,no,mouse_only
TRAF2,TNFSF9,3,-0.8065,2.376998035345457e-80,-6.4853,0.3648907334230782,no,no,0.6402,1.0,0.5623,1.0,no,no,neither
TRHR,TRH,5,20.3258,0.9999344575108172,-1.2296,0.9999344575108172,trend,yes,0.6466,1.0,-16.7832,1.0,trend,yes,CONSERVED_relaxed
TSHR,TSHB,5,0.6516,0.998474528960166,1.4363,0.9999344575108172,no,no,1.2325,0.7792271653876349,0.0,1.0,no,no,neither
IL7R,TSLP,4,-0.6527,0.9999344575108172,-19.6494,3.3514447846089325e-19,no,no,-0.6916,1.0,-0.1493,1.0,no,no,neither
CRHR1,UCN,5,,,,,no_data,no_data,0.0102,1.0,-1.4764,1.0,trend,yes,human_only
CRHR2,UCN,5,-1.6283,0.9999344575108172,,,no_data,no_data,1.9055,1.0,-1.4764,1.0,trend,yes,human_only
CRHR1,UCN2,5,,,1.5271,0.9657632831477988,no_data,no_data,0.0102,1.0,0.0,1.0,no,no,neither
CRHR2,UCN2,5,-1.6283,0.9999344575108172,1.5271,0.9657632831477988,no,no,1.9055,1.0,0.0,1.0,no,no,neither
IL10RB,UCN2,4,-50.0268,6.809548000626781e-176,1.5271,0.9657632831477988,no,no,0.0175,1.0,0.0,1.0,no,no,neither
CRHR1,UCN3,4,,,,,no_data,no_data,0.0102,1.0,-18.1296,1.0,trend,yes,human_only
CRHR2,UCN3,5,-1.6283,0.9999344575108172,,,no_data,no_data,1.9055,1.0,-18.1296,1.0,trend,yes,human_only
IL10RB,UCN3,4,-50.0268,6.809548000626781e-176,,,no_data,no_data,0.0175,1.0,-18.1296,1.0,trend,yes,human_only
KLRK1,ULBP2,4,-2.3938,0.9999344575108172,,,no_data,no_data,0.7915,1.0,-19.2563,1.0,trend,yes,human_only
UTS2R,UTS2,5,-0.4549,0.7810406450675496,,,no_data,no_data,0.0,1.0,0.815,1.0,no,no,neither
UTS2R,UTS2B,5,-0.4549,0.7810406450675496,,,no_data,no_data,0.0,1.0,-0.2341,1.0,no,no,neither
CXCR2,VASP,4,-20.2092,0.0030079620009992,29.2309,0.0,no,no,-18.1818,1.0,-0.0778,1.0,no,no,neither
ITGA4,VCAM1,4,-0.6264,0.771398107833967,45.1014,0.0,no,no,-0.2517,1.0,0.429,1.0,no,no,neither
ITGA9,VCAM1,3,11.9974,2.6565569117446117e-274,45.1014,0.0,no,no,0.0215,1.0,0.429,1.0,no,no,neither
ITGAD,VCAM1,4,-0.5083,0.9999344575108172,45.1014,0.0,no,no,1.78,1.0,0.429,1.0,no,no,neither
ITGB1,VCAM1,4,334.4704,0.0,45.1014,0.0,no,no,0.4347,3.774832503484081e-07,0.429,1.0,no,no,neither
ITGB2,VCAM1,4,-1.8657,0.9999344575108172,45.1014,0.0,no,no,0.6003,1.0,0.429,1.0,no,no,neither
ITGB7,VCAM1,4,-1.5319,0.9999344575108172,45.1014,0.0,no,no,0.3004,1.0,0.429,1.0,no,no,neither
CD44,VCAN,4,65.2963,0.0,65.1617,0.0,no,no,0.4064,0.0010917356158519,-0.2294,1.0,trend,yes,human_only
EGFR,VCAN,4,9.1206,4.0958356894436235e-295,65.1617,0.0,no,no,-0.0943,1.0,-0.2294,1.0,no,no,neither
ITGA4,VCAN,3,-0.6264,0.771398107833967,65.1617,0.0,no,no,-0.2517,1.0,-0.2294,1.0,no,no,neither
ITGB1,VCAN,4,334.4704,0.0,65.1617,0.0,no,no,0.4347,3.774832503484081e-07,-0.2294,1.0,trend,yes,human_only
SELP,VCAN,4,0.909,0.2294712537033988,65.1617,0.0,no,no,-0.7594,1.0,-0.2294,1.0,no,no,neither
TLR2,VCAN,4,-2.5953,4.605148616862717e-09,65.1617,0.0,no,no,-0.0901,1.0,-0.2294,1.0,no,no,neither
EPHB2,VEGFA,3,10.117,7.016598977006612e-151,1.8687,1.4172372396912694e-65,no,no,0.5655,0.1389728477829799,0.0032,1.0,no,no,neither
FLT1,VEGFA,5,-22.1621,0.1530231643085967,1.8687,1.4172372396912694e-65,no,no,-0.3288,1.0,0.0032,1.0,no,no,neither
GPC1,VEGFA,4,10.1038,1.1023176827756088e-143,1.8687,1.4172372396912694e-65,no,no,0.629,0.7427462860433053,0.0032,1.0,no,no,neither
KDR,VEGFA,5,-27.742,1.1151656034473205e-17,1.8687,1.4172372396912694e-65,no,no,0.6615,1.5915817146357162e-19,0.0032,1.0,no,no,neither
NRP1,VEGFA,5,-64.0217,0.511487303894746,1.8687,1.4172372396912694e-65,no,no,0.2032,0.3630938529250797,0.0032,1.0,no,no,neither
NRP2,VEGFA,5,9.625,6.096977135244711e-269,1.8687,1.4172372396912694e-65,no,no,0.325,1.0,0.0032,1.0,no,no,neither
FLT1,VEGFB,5,-22.1621,0.1530231643085967,2.2154,8.85424750838942e-306,no,no,-0.3288,1.0,0.2897,0.5494301641528114,no,no,neither
NRP1,VEGFB,5,-64.0217,0.511487303894746,2.2154,8.85424750838942e-306,no,no,0.2032,0.3630938529250797,0.2897,0.5494301641528114,no,no,neither
FLT4,VEGFC,5,-2.3281,0.2278658338388696,5.601,2.3569733497203392e-263,no,no,-21.2053,1.0,1.3991,8.630388470645755e-30,no,no,neither
KDR,VEGFC,5,-27.742,1.1151656034473205e-17,5.601,2.3569733497203392e-263,no,no,0.6615,1.5915817146357162e-19,1.3991,8.630388470645755e-30,no,no,neither
NRP2,VEGFC,4,9.625,6.096977135244711e-269,5.601,2.3569733497203392e-263,no,no,0.325,1.0,1.3991,8.630388470645755e-30,no,no,neither
VIPR2,VEGFC,3,-5.0525,0.0003619188628903,5.601,2.3569733497203392e-263,no,no,0.5559,3.028429821695983e-09,1.3991,8.630388470645755e-30,no,no,neither
FLT4,VEGFD,5,-2.3281,0.2278658338388696,116.5325,0.0,no,no,-21.2053,1.0,0.2642,1.0,no,no,neither
ITGA9,VEGFD,4,11.9974,2.6565569117446117e-274,116.5325,0.0,no,no,0.0215,1.0,0.2642,1.0,no,no,neither
KDR,VEGFD,5,-27.742,1.1151656034473205e-17,116.5325,0.0,no,no,0.6615,1.5915817146357162e-19,0.2642,1.0,no,no,neither
NRP2,VEGFD,4,9.625,6.096977135244711e-269,116.5325,0.0,no,no,0.325,1.0,0.2642,1.0,no,no,neither
CD44,VIM,4,65.2963,0.0,,,no_data,no_data,0.4064,0.0010917356158519,0.932,2.2713752141764184e-39,no,no,neither
ADCYAP1R1,VIP,5,-4.1942,7.24563322570366e-08,,,no_data,no_data,1.0086,1.0,1.2661,1.0,no,no,neither
SCTR,VIP,5,-0.0505,0.9999344575108172,,,no_data,no_data,1.651,0.8112999554688528,1.2661,1.0,no,no,neither
VIPR1,VIP,5,1.9671,0.6600547822067091,,,no_data,no_data,-1.2746,1.0,1.2661,1.0,no,no,neither
VIPR2,VIP,5,-5.0525,0.0003619188628903,,,no_data,no_data,0.5559,3.028429821695983e-09,1.2661,1.0,no,no,neither
ITGA5,VTN,4,17.4686,8.270553119411679e-238,-120.4133,6.644433391825109e-25,yes,yes,0.3136,1.0,1.1951,0.0327488050712185,no,no,mouse_only
ITGA8,VTN,4,-5.1616,0.0066895930797211,-120.4133,6.644433391825109e-25,no,no,-0.0391,1.0,1.1951,0.0327488050712185,no,no,neither
ITGAV,VTN,4,50.4759,0.0,-120.4133,6.644433391825109e-25,yes,yes,0.1033,1.0,1.1951,0.0327488050712185,no,no,mouse_only
ITGB3,VTN,4,4.5739,4.016441041116983e-40,-120.4133,6.644433391825109e-25,yes,yes,0.295,1.0,1.1951,0.0327488050712185,no,no,mouse_only
ITGB6,VTN,4,-1.1548,0.9999344575108172,-120.4133,6.644433391825109e-25,no,no,-0.4907,1.0,1.1951,0.0327488050712185,no,no,neither
ITGB8,VTN,4,12.0047,1.4650893849954412e-215,-120.4133,6.644433391825109e-25,yes,yes,0.0184,1.0,1.1951,0.0327488050712185,no,no,mouse_only
PLAUR,VTN,4,3.176,1.7395688016444874e-74,-120.4133,6.644433391825109e-25,yes,yes,0.0354,1.0,1.1951,0.0327488050712185,no,no,mouse_only
PVR,VTN,4,1.1641,2.126155443121877e-44,-120.4133,6.644433391825109e-25,yes,yes,0.1981,1.0,1.1951,0.0327488050712185,no,no,mouse_only
TNFRSF11B,VTN,4,6.0929,2.0295204175847104e-159,-120.4133,6.644433391825109e-25,yes,yes,0.5631,0.0173869767794457,1.1951,0.0327488050712185,no,no,mouse_only
GP1BA,VWF,4,-1.0419,0.9999344575108172,-6.9664,0.8798789626748351,no,no,-1.2621,1.0,1.0001,1.8551217252413777e-10,no,no,neither
ITGA2B,VWF,4,2.7611,1.2061150095481729e-49,-6.9664,0.8798789626748351,trend,yes,0.92,1.0,1.0001,1.8551217252413777e-10,no,no,mouse_only
TNFRSF11B,VWF,4,6.0929,2.0295204175847104e-159,-6.9664,0.8798789626748351,trend,yes,0.5631,0.0173869767794457,1.0001,1.8551217252413777e-10,no,no,mouse_only
FZD1,WNT1,3,9.4399,1.257713597114739e-277,0.6408,0.6521171450193182,no,no,0.0488,1.0,0.0,1.0,no,no,neither
FZD3,WNT1,4,3.2335,1.3344254210450407e-31,0.6408,0.6521171450193182,no,no,-0.0643,1.0,0.0,1.0,no,no,neither
FZD8,WNT1,4,17.0945,0.0,0.6408,0.6521171450193182,no,no,0.1721,1.0,0.0,1.0,no,no,neither
FZD9,WNT1,4,2.3765,4.723243205884783e-09,0.6408,0.6521171450193182,no,no,1.3161,1.0,0.0,1.0,no,no,neither
LRP5,WNT1,3,1.9367,3.6244646582270682e-109,0.6408,0.6521171450193182,no,no,0.4678,0.3783663103950592,0.0,1.0,no,no,neither
LRP6,WNT1,4,12.8705,0.0,0.6408,0.6521171450193182,no,no,0.1581,0.8107383351178986,0.0,1.0,no,no,neither
RYK,WNT1,4,66.478,0.0,0.6408,0.6521171450193182,no,no,0.194,0.1459619729320124,0.0,1.0,no,no,neither
FZD7,WNT11,4,-3.9908,6.123200393573886e-07,0.4084,6.225001400507858e-29,no,no,0.1687,1.0,0.333,1.0,no,no,neither
FZD1,WNT2,4,9.4399,1.257713597114739e-277,0.8149,0.0038300133123565,no,no,0.0488,1.0,-0.6271,1.0,trend,yes,human_only
FZD5,WNT2,4,16.6083,1.5136412228990692e-266,0.8149,0.0038300133123565,no,no,-0.3016,1.0,-0.6271,1.0,no,no,neither
FZD7,WNT2,4,-3.9908,6.123200393573886e-07,0.8149,0.0038300133123565,no,no,0.1687,1.0,-0.6271,1.0,trend,yes,human_only
FZD8,WNT2,4,17.0945,0.0,0.8149,0.0038300133123565,no,no,0.1721,1.0,-0.6271,1.0,trend,yes,human_only
FZD9,WNT2,4,2.3765,4.723243205884783e-09,0.8149,0.0038300133123565,no,no,1.3161,1.0,-0.6271,1.0,trend,yes,human_only
FZD1,WNT3,4,9.4399,1.257713597114739e-277,-1.1477,0.9999344575108172,trend,yes,0.0488,1.0,-0.4085,1.0,trend,yes,CONSERVED_relaxed
FZD7,WNT3,4,-3.9908,6.123200393573886e-07,-1.1477,0.9999344575108172,no,no,0.1687,1.0,-0.4085,1.0,trend,yes,human_only
FZD8,WNT3,4,17.0945,0.0,-1.1477,0.9999344575108172,trend,yes,0.1721,1.0,-0.4085,1.0,trend,yes,CONSERVED_relaxed
LRP6,WNT3,4,12.8705,0.0,-1.1477,0.9999344575108172,trend,yes,0.1581,0.8107383351178986,-0.4085,1.0,trend,yes,CONSERVED_relaxed
RYK,WNT3,4,66.478,0.0,-1.1477,0.9999344575108172,trend,yes,0.194,0.1459619729320124,-0.4085,1.0,trend,yes,CONSERVED_relaxed
APCDD1,WNT3A,4,-2.2219,3.995908107318137e-28,,,no_data,no_data,0.5738,1.0,1.3104,1.0,no,no,neither
FZD1,WNT3A,4,9.4399,1.257713597114739e-277,,,no_data,no_data,0.0488,1.0,1.3104,1.0,no,no,neither
FZD2,WNT3A,4,60.9494,0.0,,,no_data,no_data,-1.0853,1.0,1.3104,1.0,no,no,neither
FZD5,WNT3A,4,16.6083,1.5136412228990692e-266,,,no_data,no_data,-0.3016,1.0,1.3104,1.0,no,no,neither
FZD6,WNT3A,4,3.9977,1.2058569772357722e-55,,,no_data,no_data,0.2517,0.347821101907897,1.3104,1.0,no,no,neither
FZD7,WNT3A,4,-3.9908,6.123200393573886e-07,,,no_data,no_data,0.1687,1.0,1.3104,1.0,no,no,neither
FZD8,WNT3A,4,17.0945,0.0,,,no_data,no_data,0.1721,1.0,1.3104,1.0,no,no,neither
LRP1,WNT3A,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,1.3104,1.0,no,no,neither
LRP6,WNT3A,4,12.8705,0.0,,,no_data,no_data,0.1581,0.8107383351178986,1.3104,1.0,no,no,neither
RYK,WNT3A,4,66.478,0.0,,,no_data,no_data,0.194,0.1459619729320124,1.3104,1.0,no,no,neither
FZD2,WNT4,4,60.9494,0.0,-17.1064,0.071157188045968,trend,yes,-1.0853,1.0,0.3965,1.0,no,no,mouse_only
