gene,pct_quiescent,pct_activated,odds_ratio,log_or,fisher_p
Gm12345,0.00012154114167645748,0.000315905860053704,2.599673460788961,0.9553858451358543,0.046020012839845026
Gm21294,0.0004253939958676012,0.0003790870320644448,0.8911020717739423,-0.11529629940382437,0.7644034226202849
2010010A06Rik,0.00010128428473038123,0.0003790870320644448,3.743842239989887,1.3201124209727297,0.004199977706423247
Gm6075,0.00016205485556860998,0.00011056705101879639,0.682246497006461,-0.38236425387889555,0.6043069204991858
Ly6a2,0.00012154114167645748,1.57952930026852e-05,0.129944662949449,-2.0406465887692082,0.04858975279155248
Rbmyf1,6.077057083822874e-05,0.00011056705101879639,1.8195082908129683,0.598566294703262,0.5286904695032976
Gm20257,0.03328201596240327,0.05932712051808561,1.831912897843947,0.6053607202766395,1.0347613741024889e-94
Gm28661,0.9292427986873557,0.9583951982309272,1.754052607789877,0.5619288865389075,1.0734304854069676e-100
Gm20561,0.0,6.31811720107408e-05,inf,inf,0.13650877848180556
Gm5259,0.0003038528541911437,0.0002843152740483336,0.9356822347216078,-0.06647935296407317,0.8623511977549421
Or5m9,0.009865089332739132,0.01783288580003159,1.822340767317456,0.6001218106131226,6.735353299249477e-30
Rpsa-ps1,0.03314021796378074,0.05672089717264255,1.7543288819917862,0.5620863803595111,3.939964542682737e-80
Gm37108,0.05011546408459264,0.07611751697993997,1.5615897184162832,0.4457043526490502,8.984629608801142e-71
Rpl28-ps2,2.0256856946076248e-05,6.31811720107408e-05,3.119135626954791,1.1375559207952934,0.3939865133851733
Gm2367,0.0006684762792205162,0.0012004422682040752,1.7967453259226673,0.5859768759564179,0.00488072063428158
Gm6119,0.001154640845926346,0.0018480492813141684,1.601652248291991,0.4710357516066494,0.0035541595838960464
Gm7299,0.02282947777822793,0.030911388406254937,1.3653041251919467,0.3113772061585906,1.0891377725387418e-16
Pcdha11,0.008872503342381396,0.02089717264255252,2.384199426702594,0.8688633978448079,4.7008874103843595e-62
Gm6606,0.0,4.73858790080556e-05,inf,inf,0.2614795608718492
Rpl23a-ps5,0.002633391402989912,0.0036013268046122256,1.3688907965944204,0.31400077438423707,0.004625787025331904
Pcdhga10,0.3502005428837662,0.37870794503238037,1.1310222422209943,0.12312186291850126,6.253350352012174e-23
Gm19035,0.00010128428473038123,0.00017374822302953718,1.7155752855495348,0.5397484678384377,0.4509025103220441
Gm30280,0.0003038528541911437,0.0007581740641288896,2.496335873035946,0.9148240059717953,0.001329203882399872
Snrpn,0.1367945549568529,0.14403727689148635,1.0618554754405474,0.06001782640325648,0.0005219165625185213
Gm7496,2.0256856946076248e-05,0.000236929395040278,11.698791373726202,2.459485535076831,0.0017321667320568115
Gm8826,0.0010128428473038123,0.0016900963512873164,1.669797952628831,0.512702632659411,0.0027856615502171566
Gm8388,6.077057083822874e-05,0.0001421576370241668,2.339441714980806,0.849912317562541,0.24967464892765867
Sprr5,0.0003038528541911437,1.57952930026852e-05,0.05196838785428085,-2.9571196711417866,3.961929533972377e-05
Pcdha3,0.008649677915974558,0.02029695150845048,2.3744529619487498,0.8647670791451063,8.34340631772211e-60
4933424G06Rik,0.0003848802819754487,0.0012320328542094457,3.203795879501385,1.1643363191558795,8.976269577542131e-07
Sh2d1b1,0.0007900174208969736,0.000157952930026852,0.1998096163972941,-1.6103902838093136,3.8010970838082583e-07
Iqschfp,0.1321962484300936,0.2474806507660717,2.1588674124226888,0.7695837380779766,0.0
Pcdhga12,0.3865210873880809,0.455694203127468,1.328791957358803,0.28427022673903085,2.2751813526490503e-120
Pcdhga9,0.3463314832070656,0.37965566261254147,1.155108168156408,0.14419399167214433,8.536448205119161e-31
Gm37102,0.13162905643560346,0.1735428842205023,1.3852877785026712,0.32590790036794487,1.0081570321367396e-83
Gm6621,0.0003038528541911437,0.000236929395040278,0.7796982384074571,-0.2488483079900827,0.5818244887983102
Gm5100,0.0025726208321516834,0.003632917390617596,1.4136492093529527,0.3461744527876748,0.0016055834825879794
Gm37246,0.0009925859903577362,0.002906333912494077,2.9336623157960076,1.0762515796396364,3.640452457294226e-13
BC085271,0.01582060527488555,0.027167903964618545,1.737278384026873,0.5523197415602632,8.262099072279784e-39
Catspere1,2.0256856946076248e-05,9.47717580161112e-05,4.678851257424491,1.5430526219845757,0.1450876734542628
Gm36985,6.077057083822874e-05,1.57952930026852e-05,0.2599051214413959,-1.3474386320983076,0.3255198180024085
Gm8010,4.0513713892152495e-05,0.0001895435160322224,4.67919997472274,1.5431271497446317,0.030001633251216336
Gm29740,6.077057083822874e-05,4.73858790080556e-05,0.7797399971567125,-0.24879475184619318,1.0
